Name	Id	Genre	DetailType	ParticularType	Level	Series	Bind	ReputeCamp	ReputeClass	ReputeLevel	OfficialLevel	TradeLog	honor	timeout	tongfund	tongenergy	fightpowerrank	goodsindex	goodsprice	valuecoinindex	valuecoinprice
Phi Phong Chí Tôn Truyền Thuyết hệ Mộc - Nam	2439	1	17	3	9	2	1						9	43200				1	40500		
Phi Phong Vô Song Vương Giả hệ Mộc - Nam	2440	1	17	3	10	2	1						10	43200				1	112500		
Phi Phong Siêu Phàm Hi Ký hệ Mộc - Nữ	2441	1	17	4	1	2	1						1	43200				1	153		
Phi Phong Xuất Trần Kinh Hồng hệ Mộc - Nữ	2442	1	17	4	2	2	1						2	43200				1	252		
Phi Phong Lăng Tuyệt Vụ Ảnh hệ Mộc - Nữ	2443	1	17	4	3	2	1						3	43200				1	378		
Phi Phong Kinh Thế Độc Vũ hệ Mộc - Nữ	2444	1	17	4	4	2	1						4	43200				1	765		
Phi Phong Ngự Phong Băng Nhu hệ mộc - Nữ	2445	1	17	4	5	2	1						5	43200				1	1050		
Phi Phong Hỗn Thiên Trấn Nguyên hệ Mộc - Nữ	2446	1	17	4	6	2	1						6	43200				1	2345		
Phi Phong Sồ Phượng Linh Vũ hệ Mộc - Nữ	2447	1	17	4	7	2	1						7	43200				1	6300		
Phi Phong Tiềm Long Ngâm Uyên hệ Mộc - Nữ	2448	1	17	4	8	2	1						8	43200				1	15750		
Phi Phong Chí Tôn Truyền Thuyết hệ Mộc - Nữ	2449	1	17	4	9	2	1						9	43200				1	40500		
Phi Phong Vô Song Vương Giả hệ Mộc - Nữ	2450	1	17	4	10	2	1						10	43200				1	112500		
Phi Phong Siêu Phàm Hi Ký hệ Thủy - Nam	2451	1	17	5	1	3	1						1	43200				1	153		
Phi Phong Xuất Trần Kinh Hồng hệ Thủy - Nam	2452	1	17	5	2	3	1						2	43200				1	252		
Phi Phong Lăng Tuyệt Vụ Ảnh hệ Thủy - Nam	2453	1	17	5	3	3	1						3	43200				1	378		
Phi Phong Kinh Thế Độc Vũ hệ Thủy - Nam	2454	1	17	5	4	3	1						4	43200				1	765		
Phi Phong Ngự Phong Băng Nhu hệ thủy - Nam	2455	1	17	5	5	3	1						5	43200				1	1050		
Phi Phong Hỗn Thiên Trấn Nguyên hệ Thủy - Nam	2456	1	17	5	6	3	1						6	43200				1	2345		
Phi Phong Sồ Phượng Linh Vũ hệ Thủy - Nam	2457	1	17	5	7	3	1						7	43200				1	6300		
Phi Phong Tiềm Long Ngâm Uyên hệ Thủy - Nam	2458	1	17	5	8	3	1						8	43200				1	15750		
Phi Phong Chí Tôn Truyền Thuyết hệ Thủy - Nam	2459	1	17	5	9	3	1						9	43200				1	40500		
Phi Phong Vô Song Vương Giả hệ Thủy - Nam	2460	1	17	5	10	3	1						10	43200				1	112500		
Phi Phong Siêu Phàm Hi Ký hệ Thủy - Nữ	2461	1	17	6	1	3	1						1	43200				1	153		
Phi Phong Xuất Trần Kinh Hồng hệ Thủy - Nữ	2462	1	17	6	2	3	1						2	43200				1	252		
Phi Phong Lăng Tuyệt Vụ Ảnh hệ Thủy - Nữ	2463	1	17	6	3	3	1						3	43200				1	378		
Phi Phong Kinh Thế Độc Vũ hệ Thủy - Nữ	2464	1	17	6	4	3	1						4	43200				1	765		
Phi Phong Ngự Phong Băng Nhu hệ thủy - Nữ	2465	1	17	6	5	3	1						5	43200				1	1050		
Phi Phong Hỗn Thiên Trấn Nguyên hệ Thủy - Nữ	2466	1	17	6	6	3	1						6	43200				1	2345		
Phi Phong Sồ Phượng Linh Vũ hệ Thủy - Nữ	2467	1	17	6	7	3	1						7	43200				1	6300		
Phi Phong Tiềm Long Ngâm Uyên hệ Thủy - Nữ	2468	1	17	6	8	3	1						8	43200				1	15750		
Phi Phong Chí Tôn Truyền Thuyết hệ Thủy - Nữ	2469	1	17	6	9	3	1						9	43200				1	40500		
Phi Phong Vô Song Vương Giả hệ Thủy - Nữ	2470	1	17	6	10	3	1						10	43200				1	112500		
Phi Phong Siêu Phàm Hi Ký hệ Hỏa - Nam	2471	1	17	7	1	4	1						1	43200				1	153		
Phi Phong Xuất Trần Kinh Hồng hệ Hỏa - Nam	2472	1	17	7	2	4	1						2	43200				1	252		
Phi Phong Lăng Tuyệt Vụ Ảnh hệ Hỏa - Nam	2473	1	17	7	3	4	1						3	43200				1	378		
Phi Phong Kinh Thế Độc Vũ hệ Hỏa - Nam	2474	1	17	7	4	4	1						4	43200				1	765		
Phi Phong Ngự Phong Băng Nhu hệ hỏa - Nam	2475	1	17	7	5	4	1						5	43200				1	1050		
Phi Phong Hỗn Thiên Trấn Nguyên hệ Hỏa - Nam	2476	1	17	7	6	4	1						6	43200				1	2345		
Phi Phong Sồ Phượng Linh Vũ hệ Hỏa - Nam	2477	1	17	7	7	4	1						7	43200				1	6300		
Phi Phong Tiềm Long Ngâm Uyên hệ Hỏa - Nam	2478	1	17	7	8	4	1						8	43200				1	15750		
Phi Phong Chí Tôn Truyền Thuyết hệ Hỏa - Nam	2479	1	17	7	9	4	1						9	43200				1	40500		
Phi Phong Vô Song Vương Giả hệ Hỏa - Nam	2480	1	17	7	10	4	1						10	43200				1	112500		
Phi Phong Siêu Phàm Hi Ký hệ Hỏa - Nữ	2481	1	17	8	1	4	1						1	43200				1	153		
Phi Phong Xuất Trần Kinh Hồng hệ Hỏa - Nữ	2482	1	17	8	2	4	1						2	43200				1	252		
Phi Phong Lăng Tuyệt Vụ Ảnh hệ Hỏa - Nữ	2483	1	17	8	3	4	1						3	43200				1	378		
Phi Phong Kinh Thế Độc Vũ hệ Hỏa - Nữ	2484	1	17	8	4	4	1						4	43200				1	765		
Phi Phong Ngự Phong Băng Nhu hệ hỏa - Nữ	2485	1	17	8	5	4	1						5	43200				1	1050		
Phi Phong Hỗn Thiên Trấn Nguyên hệ Hỏa - Nữ	2486	1	17	8	6	4	1						6	43200				1	2345		
Phi Phong Sồ Phượng Linh Vũ hệ Hỏa - Nữ	2487	1	17	8	7	4	1						7	43200				1	6300		
Phi Phong Tiềm Long Ngâm Uyên hệ Hỏa - Nữ	2488	1	17	8	8	4	1						8	43200				1	15750		
Phi Phong Chí Tôn Truyền Thuyết hệ Hỏa - Nữ	2489	1	17	8	9	4	1						9	43200				1	40500		
Phi Phong Vô Song Vương Giả hệ Hỏa - Nữ	2490	1	17	8	10	4	1						10	43200				1	112500		
Phi Phong Siêu Phàm Hi Ký hệ Thổ - Nam	2491	1	17	9	1	5	1						1	43200				1	153		
Phi Phong Xuất Trần Kinh Hồng hệ Thổ - Nam	2492	1	17	9	2	5	1						2	43200				1	252		
Phi Phong Lăng Tuyệt Vụ Ảnh hệ Thổ - Nam	2493	1	17	9	3	5	1						3	43200				1	378		
Phi Phong Kinh Thế Độc Vũ hệ Thổ - Nam	2494	1	17	9	4	5	1						4	43200				1	765		
Phi Phong Ngự Phong Băng Nhu hệ thổ - Nam	2495	1	17	9	5	5	1						5	43200				1	1050		
Phi Phong Hỗn Thiên Trấn Nguyên hệ Thổ - Nam	2496	1	17	9	6	5	1						6	43200				1	2345		
Phi Phong Sồ Phượng Linh Vũ hệ Thổ - Nam	2497	1	17	9	7	5	1						7	43200				1	6300		
Phi Phong Tiềm Long Ngâm Uyên hệ Thổ - Nam	2498	1	17	9	8	5	1						8	43200				1	15750		
Phi Phong Chí Tôn Truyền Thuyết hệ Thổ - Nam	2499	1	17	9	9	5	1						9	43200				1	40500		
Phi Phong Vô Song Vương Giả hệ Thổ - Nam	2500	1	17	9	10	5	1						10	43200				1	112500		
Phi Phong Siêu Phàm Hi Ký hệ Thổ - Nữ	2501	1	17	10	1	5	1						1	43200				1	153		
Phi Phong Xuất Trần Kinh Hồng hệ Thổ - Nữ	2502	1	17	10	2	5	1						2	43200				1	252		
Phi Phong Lăng Tuyệt Vụ Ảnh hệ Thổ - Nữ	2503	1	17	10	3	5	1						3	43200				1	378		
Phi Phong Kinh Thế Độc Vũ hệ Thổ - Nữ	2504	1	17	10	4	5	1						4	43200				1	765		
Phi Phong Ngự Phong Băng Nhu hệ thổ - Nữ	2505	1	17	10	5	5	1						5	43200				1	1050		
Phi Phong Hỗn Thiên Trấn Nguyên hệ Thổ - Nữ	2506	1	17	10	6	5	1						6	43200				1	2345		
Phi Phong Sồ Phượng Linh Vũ hệ Thổ - Nữ	2507	1	17	10	7	5	1						7	43200				1	6300		
Phi Phong Tiềm Long Ngâm Uyên hệ Thổ - Nữ	2508	1	17	10	8	5	1						8	43200				1	15750		
Phi Phong Chí Tôn Truyền Thuyết hệ Thổ - Nữ	2509	1	17	10	9	5	1						9	43200				1	40500		
Phi Phong Vô Song Vương Giả hệ Thổ - Nữ	2510	1	17	10	10	5	1						10	43200				1	112500		
Lệnh bài thanh đồng Thịnh Hạ	2511	18	1	179	3	0	1											1	35000		
Tu Luyện Đơn	2512	18	1	258	1	0	1											1	450		
Bộ Liên Đấu_Y phục Bạch Ngân nữ hệ Kim	2513	4	3	143	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Bạch Ngân nữ hệ Mộc	2514	4	3	144	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Bạch Ngân nữ hệ Thủy	2515	4	3	145	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Bạch Ngân nữ hệ Hỏa	2516	4	3	146	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Bạch Ngân nữ hệ Thổ	2517	4	3	147	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Hoàng Kim nữ hệ Kim	2518	4	3	148	10	3	1	7	1	6											
Bộ Liên Đấu_Y phục Hoàng Kim nữ hệ Mộc	2519	4	3	149	10	3	1	7	1	6											
Bộ Liên Đấu_Y phục Hoàng Kim nữ hệ Thủy	2520	4	3	150	10	3	1	7	1	6											
Bộ Liên Đấu_Y phục Hoàng Kim nữ hệ Hỏa	2521	4	3	151	10	3	1	7	1	6											
Bộ Liên Đấu_Y phục Hoàng Kim nữ hệ Thổ	2522	4	3	152	10	3	1	7	1	6											
Bộ Liên Đấu_Y phục Bạch Ngân nam hệ Kim	2523	4	3	153	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Bạch Ngân nam hệ Mộc	2524	4	3	154	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Bạch Ngân nam hệ Thủy	2525	4	3	155	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Bạch Ngân nam hệ Hỏa	2526	4	3	156	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Bạch Ngân nam hệ Thổ	2527	4	3	157	10	3	1	7	1	5											
Bộ Liên Đấu_Y phục Hoàng Kim nam hệ Kim	2528	4	3	158	10	3	1	7	1	6											
Bộ Liên Đấu_Y phục Hoàng Kim nam hệ Mộc	2529	4	3	159	10	3	1	7	1	6											
Bộ Liên Đấu_Y phục Hoàng Kim nam hệ Thủy	2530	4	3	160	10	3	1	7	1	6											
Bộ Liên Đấu_Y phục Hoàng Kim nam hệ Hỏa	2531	4	3	161	10	3	1	7	1	6											
Bộ Liên Đấu_Y phục Hoàng Kim nam hệ Thổ	2532	4	3	162	10	3	1	7	1	6											
Ngũ Hành Trận	2533	1	15	1	1	0															
Triền Thủ	2534	1	1	1	10	1															
Triền Thủ	2535	1	1	1	10	2															
Triền Thủ	2536	1	1	1	10	3															
Triền Thủ	2537	1	1	1	10	4															
Triền Thủ	2538	1	1	1	10	5															
Kiếm	2539	1	1	2	10	1															
Kiếm	2540	1	1	2	10	2															
Kiếm	2541	1	1	2	10	3															
Kiếm	2542	1	1	2	10	4															
Kiếm	2543	1	1	2	10	5															
Đao	2544	1	1	3	10	1															
Đao	2545	1	1	3	10	2															
Đao	2546	1	1	3	10	3															
Đao	2547	1	1	3	10	4															
Đao	2548	1	1	3	10	5															
Côn	2549	1	1	4	10	1															
Côn	2550	1	1	4	10	2															
Côn	2551	1	1	4	10	3															
Côn	2552	1	1	4	10	4															
Côn	2553	1	1	4	10	5															
Thương	2554	1	1	5	10	1															
Thương	2555	1	1	5	10	2															
Thương	2556	1	1	5	10	3															
Thương	2557	1	1	5	10	4															
Thương	2558	1	1	5	10	5															
Chùy	2559	1	1	6	10	1															
Chùy	2560	1	1	6	10	2															
Chùy	2561	1	1	6	10	3															
Chùy	2562	1	1	6	10	4															
Chùy	2563	1	1	6	10	5															
Phi đao	2564	1	2	2	10	1															
Phi đao	2565	1	2	2	10	2															
Phi đao	2566	1	2	2	10	3															
Phi đao	2567	1	2	2	10	4															
Phi đao	2568	1	2	2	10	5															
Tụ tiễn	2569	1	2	3	10	1															
Tụ tiễn	2570	1	2	3	10	2															
Tụ tiễn	2571	1	2	3	10	3															
Tụ tiễn	2572	1	2	3	10	4															
Tụ tiễn	2573	1	2	3	10	5															
Công Thành Xa Biến Thân Kỳ	2574	18	1	254	1	0	0							1440	100000	10					
Công Kích Sĩ Binh Triệu Hồi Kỳ	2575	18	1	255	1	0	0								100000	100					
Huyền Thiết Mộc Chế Tác Đồ	2576	23	1	11	1	0	1	8	1	1											
Chiến Hổ Bì Chế Tác Đồ	2577	23	1	12	1	0	1	8	1	1											
Giáng Hoàng Phù Chỉ Chế Tác Đồ	2578	23	1	13	1	0	1	8	1	1											
Trấn Phách Thạch Chế Tác Đồ	2579	23	1	14	1	0	1	8	1	1											
Hoàng Mai Quả Trấp Chế Tác Đồ	2580	23	1	15	1	0	1	8	1	1											
Bách Bộ Xuyên Dương Cung Chế Tác Đồ	2581	23	1	16	1	0	1	8	1	1											
Hình Thiên Chiến Bào Chế Tác Đồ	2582	23	1	17	1	0	1	8	1	1											
Hành Quân Phù Chú Chế Tác Đồ	2583	23	1	18	1	0	1	8	1	1											
Du Tử Hộ Thân Phù Chế Tác Đồ	2584	23	1	19	1	0	1	8	1	1											
Thiên Lý Chỉ Khát Đơn Chế Tác Đồ	2585	23	1	20	1	0	1	8	1	1											
Mạo Tử Luyện Hóa Đồ (bộ Trục Lộc)	2586	18	2	3	1	0	1	8	1	2											
Yêu Đái Luyện Hóa Đồ (bộ Trục Lộc)	2587	18	2	3	2	0	1	8	1	3											
Hạng Liên Luyện Hóa Đồ (bộ Trục Lộc)	2588	18	2	3	3	0	1	8	1	4											
Phòng Thủ Sĩ Binh Triệu Hồi Kỳ	2589	18	1	255	2	0	0								100000	100					
Mật tịch Đao Thiếu Lâm (trung)	2590	1	14	1	2	0	1											1	150		
Mật tịch Côn Thiếu Lâm (trung)	2591	1	14	2	2	0	1											1	150		
Mật tịch Thương Thiên Vương (trung)	2592	1	14	3	2	0	1											1	150		
Mật tịch Chùy Thiên Vương (trung)	2593	1	14	4	2	0	1											1	150		
Mật tịch Hãm Tĩnh Đường Môn (trung)	2594	1	14	5	2	0	1											1	150		
Mật tịch Tụ Tiễn Đường Môn (trung)	2595	1	14	6	2	0	1											1	150		
Mật tịch Đao Ngũ Độc (trung)	2596	1	14	7	2	0	1											1	150		
Mật tịch Chưởng Ngũ Độc (trung)	2597	1	14	8	2	0	1											1	150		
Mật tịch Chưởng Nga My (trung)	2598	1	14	9	2	0	1											1	150		
Mật tịch Phụ Trợ Nga My (trung)	2599	1	14	10	2	0	1											1	150		
Mật tịch Kiếm Thúy Yên (trung)	2600	1	14	11	2	0	1											1	150		
Mật tịch Đao Thúy Yên (trung)	2601	1	14	12	2	0	1											1	150		
Mật tịch Chưởng Cái Bang (trung)	2602	1	14	13	2	0	1											1	150		
Mật tịch Côn Cái Bang (trung)	2603	1	14	14	2	0	1											1	150		
Mật tịch Chiến Nhẫn (trung)	2604	1	14	15	2	0	1											1	150		
Mật tịch Ma Nhẫn (trung)	2605	1	14	16	2	0	1											1	150		
Mật tịch Khí Võ Đang (trung)	2606	1	14	17	2	0	1											1	150		
Mật tịch Kiếm Võ Đang (trung)	2607	1	14	18	2	0	1											1	150		
Mật tịch Đao Côn Lôn (trung)	2608	1	14	19	2	0	1											1	150		
Mật tịch Kiếm Côn Lôn (trung)	2609	1	14	20	2	0	1											1	150		
Mật tịch Chùy Minh Giáo (trung)	2610	1	14	21	2	0	1											1	150		
Mật tịch Kiếm Minh Giáo (trung)	2611	1	14	22	2	0	1											1	150		
Mật tịch Chỉ Đoàn Thị (trung)	2612	1	14	23	2	0	1											1	150		
Mật tịch Khí Đoàn Thị (trung)	2613	1	14	24	2	0	1											1	150		
Quan hàm hệ Kim cấp 1	3001	1	18	1	1	1	1				1			10080				1	400		
Quan hàm hệ Kim cấp 2	3002	1	18	1	2	1	1				2			10080				1	600		
Quan hàm hệ Kim cấp 3	3003	1	18	1	3	1	1				3			10080				1	1000		
Quan hàm hệ Kim cấp 4	3004	1	18	1	4	1	1				4			10080				1	3000		
Quan hàm hệ Kim cấp 5	3005	1	18	1	5	1	1				5			10080				1	6000		
Quan hàm hệ Kim cấp 6	3006	1	18	1	6	1	1				6			10080				1	10000		
Quan hàm hệ Kim cấp 7	3007	1	18	1	7	1	1				7			10080				1	18000		
Quan hàm hệ Kim cấp 8	3008	1	18	1	8	1	1				8			10080				1	42000		
Quan hàm hệ Mộc cấp 1	3009	1	18	2	1	2	1				1			10080				1	400		
Quan hàm hệ Mộc cấp 2	3010	1	18	2	2	2	1				2			10080				1	600		
Quan hàm hệ Mộc cấp 3	3011	1	18	2	3	2	1				3			10080				1	1000		
Quan hàm hệ Mộc cấp 4	3012	1	18	2	4	2	1				4			10080				1	3000		
Quan hàm hệ Mộc cấp 5	3013	1	18	2	5	2	1				5			10080				1	6000		
Quan hàm hệ Mộc cấp 6	3014	1	18	2	6	2	1				6			10080				1	10000		
Quan hàm hệ Mộc cấp 7	3015	1	18	2	7	2	1				7			10080				1	18000		
Quan hàm hệ Mộc cấp 8	3016	1	18	2	8	2	1				8			10080				1	42000		
Quan hàm hệ Thủy cấp 1	3017	1	18	3	1	3	1				1			10080				1	400		
Quan hàm hệ Thủy cấp 2	3018	1	18	3	2	3	1				2			10080				1	600		
Quan hàm hệ Thủy cấp 3	3019	1	18	3	3	3	1				3			10080				1	1000		
Quan hàm hệ Thủy cấp 4	3020	1	18	3	4	3	1				4			10080				1	3000		
Quan hàm hệ Thủy cấp 5	3021	1	18	3	5	3	1				5			10080				1	6000		
Quan hàm hệ Thủy cấp 6	3022	1	18	3	6	3	1				6			10080				1	10000		
Quan hàm hệ Thủy cấp 7	3023	1	18	3	7	3	1				7			10080				1	18000		
Quan hàm hệ Thủy cấp 8	3024	1	18	3	8	3	1				8			10080				1	42000		
Quan hàm hệ Hỏa cấp 1	3025	1	18	4	1	4	1				1			10080				1	400		
Quan hàm hệ Hỏa cấp 2	3026	1	18	4	2	4	1				2			10080				1	600		
Quan hàm hệ Hỏa cấp 3	3027	1	18	4	3	4	1				3			10080				1	1000		
Quan hàm hệ Hỏa cấp 4	3028	1	18	4	4	4	1				4			10080				1	3000		
Quan hàm hệ Hỏa cấp 5	3029	1	18	4	5	4	1				5			10080				1	6000		
Quan hàm hệ Hỏa cấp 6	3030	1	18	4	6	4	1				6			10080				1	10000		
Quan hàm hệ Hỏa cấp 7	3031	1	18	4	7	4	1				7			10080				1	18000		
Quan hàm hệ Hỏa cấp 8	3032	1	18	4	8	4	1				8			10080				1	42000		
Quan hàm hệ Thổ cấp 1	3033	1	18	5	1	5	1				1			10080				1	400		
Quan hàm hệ Thổ cấp 2	3034	1	18	5	2	5	1				2			10080				1	600		
Quan hàm hệ Thổ cấp 3	3035	1	18	5	3	5	1				3			10080				1	1000		
Quan hàm hệ Thổ cấp 4	3036	1	18	5	4	5	1				4			10080				1	3000		
Quan hàm hệ Thổ cấp 5	3037	1	18	5	5	5	1				5			10080				1	6000		
Quan hàm hệ Thổ cấp 6	3038	1	18	5	6	5	1				6			10080				1	10000		
Quan hàm hệ Thổ cấp 7	3039	1	18	5	7	5	1				7			10080				1	18000		
Quan hàm hệ Thổ cấp 8	3040	1	18	5	8	5	1				8			10080				1	42000		
Lệnh kỳ gọi binh sĩ tấn công_(động lực vừa)	3041	18	1	255	1	0	0								1000000	48					
Lệnh kỳ gọi binh sĩ tấn công_(động lực thấp)	3042	18	1	255	1	0	0								2000000	12					
Lệnh kỳ gọi binh sĩ phòng thủ_(động lực vừa)	3043	18	1	255	2	0	0								1000000	48					
Lệnh kỳ gọi binh sĩ phòng thủ_(động lực thấp)	3044	18	1	255	2	0	0								2000000	12					
Bộ Tranh Đoạt_Bạch Ngân Mão nam hệ Kim	3045	4	9	477	10	1	1	8	1	5											
Bộ Tranh Đoạt_Bạch Ngân Mão nữ hệ Kim	3046	4	9	478	10	1	1	8	1	5											
Bộ Tranh Đoạt_Bạch Ngân Mão nam hệ Mộc	3047	4	9	479	10	2	1	8	1	5											
Bộ Tranh Đoạt_Bạch Ngân Mão nữ hệ Mộc	3048	4	9	480	10	2	1	8	1	5											
Bộ Tranh Đoạt_Bạch Ngân Mão nam hệ Thủy	3049	4	9	481	10	3	1	8	1	5											
Bộ Tranh Đoạt_Bạch Ngân Mão nữ hệ Thủy	3050	4	9	482	10	3	1	8	1	5											
Bộ Tranh Đoạt_Bạch Ngân Mão nam hệ Hỏa	3051	4	9	483	10	4	1	8	1	5											
Bộ Tranh Đoạt_Bạch Ngân Mão nữ hệ Hỏa	3052	4	9	484	10	4	1	8	1	5											
Bộ Tranh Đoạt_Bạch Ngân Mão nam hệ Thổ	3053	4	9	485	10	5	1	8	1	5											
Bộ Tranh Đoạt_Bạch Ngân Mão nữ hệ Thổ	3054	4	9	486	10	5	1	8	1	5											
Bộ Tranh Đoạt_Hoàng Kim Mão nam hệ Kim	3055	4	9	487	10	1	1	8	1	6											
Bộ Tranh Đoạt_Hoàng Kim Mão nữ hệ Kim	3056	4	9	488	10	1	1	8	1	6											
Bộ Tranh Đoạt_Hoàng Kim Mão nam hệ Mộc	3057	4	9	489	10	2	1	8	1	6											
Bộ Tranh Đoạt_Hoàng Kim Mão nữ hệ Mộc	3058	4	9	490	10	2	1	8	1	6											
Bộ Tranh Đoạt_Hoàng Kim Mão nam hệ Thủy	3059	4	9	491	10	3	1	8	1	6											
Bộ Tranh Đoạt_Hoàng Kim Mão nữ hệ Thủy	3060	4	9	492	10	3	1	8	1	6											
Bộ Tranh Đoạt_Hoàng Kim Mão nam hệ Hỏa	3061	4	9	493	10	4	1	8	1	6											
Bộ Tranh Đoạt_Hoàng Kim Mão nữ hệ Hỏa	3062	4	9	494	10	4	1	8	1	6											
Bộ Tranh Đoạt_Hoàng Kim Mão nam hệ Thổ	3063	4	9	495	10	5	1	8	1	6											
Bộ Tranh Đoạt_Hoàng Kim Mão nữ hệ Thổ	3064	4	9	496	10	5	1	8	1	6											
Thủy Hoàng Hộ Uyển Luyện Hóa Đồ	3065	18	2	4	1	0	1	9	1	2											
Thủy Hoàng Yêu Trụy Luyện Hóa Đồ	3066	18	2	4	2	0	1	9	1	3											
Thủy Hoàng Y Phục Luyện Hóa Đồ	3067	18	2	4	3	0	1	9	1	4											
Bạch kim PVE_Hệ cách đấu_Kim_Thương	3068	2	1	1215	10	1	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Kim_Chùy	3069	2	1	1216	10	1	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Kim_Thủ	3070	2	1	1217	10	1	1	9	2	2											
Bạch kim PVE_Ngoại công_Kim_Côn	3071	2	1	1218	10	1	1	9	2	2											
Bạch kim PVE_Ngoại công_Kim_Đao	3072	2	1	1219	10	1	1	9	2	2											
Bạch kim PVE_Ngoại công_Kim_Kiếm	3073	2	1	1220	10	1	1	9	2	2											
Bạch kim PVE_Ngoại công_Kim_Thương	3074	2	1	1221	10	1	1	9	2	2											
Bạch kim PVE_Nội công_Kim_Đao	3075	2	1	1222	10	1	1	9	2	2											
Bạch kim PVE_Nội công_Kim_Kiếm	3076	2	1	1223	10	1	1	9	2	2											
Bạch kim PVE_Nội công_Kim_Thủ	3077	2	1	1224	10	1	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Mộc_Thương	3078	2	1	1225	10	2	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Mộc_Chùy	3079	2	1	1226	10	2	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Mộc_Thủ	3080	2	1	1227	10	2	1	9	2	2											
Bạch kim PVE_Ngoại công_Mộc_Côn	3081	2	1	1228	10	2	1	9	2	2											
Bạch kim PVE_Ngoại công_Mộc_Đao	3082	2	1	1229	10	2	1	9	2	2											
Bạch kim PVE_Ngoại công_Mộc_Kiếm	3083	2	1	1230	10	2	1	9	2	2											
Bạch kim PVE_Ngoại công_Mộc_Thương	3084	2	1	1231	10	2	1	9	2	2											
Bạch kim PVE_Nội công_Mộc_Đao	3085	2	1	1232	10	2	1	9	2	2											
Bạch kim PVE_Nội công_Mộc_Kiếm	3086	2	1	1233	10	2	1	9	2	2											
Bạch kim PVE_Nội công_Mộc_Thủ	3087	2	1	1234	10	2	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Thủy_Thương	3088	2	1	1235	10	3	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Thủy_Chùy	3089	2	1	1236	10	3	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Thủy_Thủ	3090	2	1	1237	10	3	1	9	2	2											
Bạch kim PVE_Ngoại công_Thủy_Côn	3091	2	1	1238	10	3	1	9	2	2											
Bạch kim PVE_Ngoại công_Thủy_Đao	3092	2	1	1239	10	3	1	9	2	2											
Bạch kim PVE_Ngoại công_Thủy_Kiếm	3093	2	1	1240	10	3	1	9	2	2											
Bạch kim PVE_Ngoại công_Thủy_Thương	3094	2	1	1241	10	3	1	9	2	2											
Bạch kim PVE_Nội công_Thủy_Đao	3095	2	1	1242	10	3	1	9	2	2											
Bạch kim PVE_Nội công_Thủy_Kiếm	3096	2	1	1243	10	3	1	9	2	2											
Bạch kim PVE_Nội công_Thủy_Thủ	3097	2	1	1244	10	3	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Hỏa_Thương	3098	2	1	1245	10	4	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Hỏa_Chùy	3099	2	1	1246	10	4	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Hỏa_Thủ	3100	2	1	1247	10	4	1	9	2	2											
Bạch kim PVE_Ngoại công_Hỏa_Côn	3101	2	1	1248	10	4	1	9	2	2											
Bạch kim PVE_Ngoại công_Hỏa_Đao	3102	2	1	1249	10	4	1	9	2	2											
Bạch kim PVE_Ngoại công_Hỏa_Kiếm	3103	2	1	1250	10	4	1	9	2	2											
Bạch kim PVE_Ngoại công_Hỏa_Thương	3104	2	1	1251	10	4	1	9	2	2											
Bạch kim PVE_Nội công_Hỏa_Đao	3105	2	1	1252	10	4	1	9	2	2											
Bạch kim PVE_Nội công_Hỏa_Kiếm	3106	2	1	1253	10	4	1	9	2	2											
Bạch kim PVE_Nội công_Hỏa_Thủ	3107	2	1	1254	10	4	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Thổ_Thương	3108	2	1	1255	10	5	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Thổ_Chùy	3109	2	1	1256	10	5	1	9	2	2											
Bạch kim PVE_Hệ cách đấu_Thổ_Thủ	3110	2	1	1257	10	5	1	9	2	2											
Bạch kim PVE_Ngoại công_Thổ_Côn	3111	2	1	1258	10	5	1	9	2	2											
Bạch kim PVE_Ngoại công_Thổ_Đao	3112	2	1	1259	10	5	1	9	2	2											
Bạch kim PVE_Ngoại công_Thổ_Kiếm	3113	2	1	1260	10	5	1	9	2	2											
Bạch kim PVE_Ngoại công_Thổ_Thương	3114	2	1	1261	10	5	1	9	2	2											
Bạch kim PVE_Nội công_Thổ_Đao	3115	2	1	1262	10	5	1	9	2	2											
Bạch kim PVE_Nội công_Thổ_Kiếm	3116	2	1	1263	10	5	1	9	2	2											
