ID	Category	Kind	Storage	Consume	Name	Belong	SkillLevel	Cost	ExpGain	MakeTime	AutoAppend	Produce1Genre	Produce1Detail	Produce1Parti	Produce1Level	Produce1Luck	Produce1Series	Produce1Bind	Produce1Rate	Produce2Genre	Produce2Detail	Produce2Parti	Produce2Level	Produce2Luck	Produce2Series	Produce2Bind	Produce2Rate	Produce3Genre	Produce3Detail	Produce3Parti	Produce3Level	Produce3Luck	Produce3Series	Produce3Bind	Produce3Rate	Stuff1Genre	Stuff1Detail	Stuff1Parti	Stuff1Level	Stuff1Series	Stuff1Bind	Stuff1Num	Stuff2Genre	Stuff2Detail	Stuff2Parti	Stuff2Level	Stuff2Series	Stuff2Bind	Stuff2Num	Stuff3Genre	Stuff3Detail	Stuff3Parti	Stuff3Level	Stuff3Series	Stuff3Bind	Stuff3Num	Stuff4Genre	Stuff4Detail	Stuff4Parti	Stuff4Level	Stuff4Series	Stuff4Bind	Stuff4Num	Stuff5Genre	Stuff5Detail	Stuff5Parti	Stuff5Level	Stuff5Series	Stuff5Bind	Stuff5Num	Desc
1961	9	57	1		Ngoại công_Kim_Đao 2	6	1	10000	10000	54	1	2	1	3072	10	100	1		100																	2	1	2593	10	1		1	18	1	4010	1	0		2																						
1962	9	57	1		Ngoại công_Kim_Đao 3	6	1	10000	10000	54	1	2	1	3073	10	100	1		100																	2	1	3072	10	1		1	18	1	4010	1	0		3																						
1963	9	57	1		Ngoại công_Kim_Đao 4	6	1	10000	10000	54	1	2	1	3074	10	100	1		100																	2	1	3073	10	1		1	18	1	4010	1	0		4																						
1964	9	57	1		Ngoại công_Kim_Đao 5	6	1	10000	10000	54	1	2	1	3075	10	100	1		100																	2	1	3074	10	1		1	18	1	4010	1	0		5																						
1965	9	57	1		Ngoại công_Kim_Đao 6	6	1	10000	10000	54	1	2	1	3076	10	100	1		100																	2	1	3075	10	1		1	18	1	4010	1	0		6																						
1966	9	57	1		Ngoại công_Kim_Đao 7	6	1	10000	10000	54	1	2	1	3077	10	100	1		100																	2	1	3076	10	1		1	18	1	4010	1	0		7																						
1967	9	57	1		Ngoại công_Kim_Đao 8	6	1	10000	10000	54	1	2	1	3078	10	100	1		100																	2	1	3077	10	1		1	18	1	4010	1	0		8																						
1968	9	57	1		Ngoại công_Kim_Đao 9	6	1	10000	10000	54	1	2	1	3079	10	100	1		100																	2	1	3078	10	1		1	18	1	4010	1	0		9																						
1969	9	57	1		Ngoại công_Kim_Đao 10	6	1	10000	10000	54	1	2	1	3080	10	100	1		100																	2	1	3079	10	1		1	18	1	4010	1	0		10																						
1970	9	57	1		Ngoại công_Kim_Đao 11	6	1	10000	10000	54	1	2	1	3081	10	100	1		100																	2	1	3080	10	1		1	18	1	4010	1	0		11																						
1971	9	57	1		Ngoại công_Kim_Đao 12	6	1	10000	10000	54	1	2	1	3082	10	100	1		100																	2	1	3081	10	1		1	18	1	4010	1	0		12																						
1972	9	57	1		Ngoại công_Kim_Đao 13	6	1	10000	10000	54	1	2	1	3083	10	100	1		100																	2	1	3082	10	1		1	18	1	4010	1	0		13																						
1973	9	57	1		Ngoại công_Kim_Đao 14	6	1	10000	10000	54	1	2	1	3084	10	100	1		100																	2	1	3083	10	1		1	18	1	4010	1	0		14																						
1974	9	57	1		Ngoại công_Kim_Đao 15	6	1	10000	10000	54	1	2	1	3085	10	100	1		100																	2	1	3084	10	1		1	18	1	4010	1	0		15																						
1975	9	57	1		Ngoại công_Kim_Đao 16	6	1	10000	10000	54	1	2	1	3086	10	100	1		100																	2	1	3085	10	1		1	18	1	4010	1	0		16																						
1976	9	57	1		Ngoại công_Kim_Đao 17	6	1	10000	10000	54	1	2	1	3087	10	100	1		100																	2	1	3086	10	1		1	18	1	4010	1	0		17																						
1977	9	57	1		Ngoại công_Kim_Đao 18	6	1	10000	10000	54	1	2	1	3088	10	100	1		100																	2	1	3087	10	1		1	18	1	4010	1	0		18																						
1978	9	57	1		Ngoại công_Kim_Đao 19	6	1	10000	10000	54	1	2	1	3089	10	100	1		100																	2	1	3088	10	1		1	18	1	4010	1	0		19																						
1979	9	57	1		Ngoại công_Kim_Đao 20	6	1	10000	10000	54	1	2	1	3090	10	100	1		100																	2	1	3089	10	1		1	18	1	4010	1	0		20																						
1980	9	57	1		Nội công_Kim_Đao 2	6	1	10000	10000	54	1	2	1	3110	10	100	1		100																	2	1	2595	10	1		1	18	1	4010	1	0		2																						
1981	9	57	1		Nội công_Kim_Đao 3	6	1	10000	10000	54	1	2	1	3111	10	100	1		100																	2	1	3110	10	1		1	18	1	4010	1	0		3																						
1982	9	57	1		Nội công_Kim_Đao 4	6	1	10000	10000	54	1	2	1	3112	10	100	1		100																	2	1	3111	10	1		1	18	1	4010	1	0		4																						
1983	9	57	1		Nội công_Kim_Đao 5	6	1	10000	10000	54	1	2	1	3113	10	100	1		100																	2	1	3112	10	1		1	18	1	4010	1	0		5																						
1984	9	57	1		Nội công_Kim_Đao 6	6	1	10000	10000	54	1	2	1	3114	10	100	1		100																	2	1	3113	10	1		1	18	1	4010	1	0		6																						
1985	9	57	1		Nội công_Kim_Đao 7	6	1	10000	10000	54	1	2	1	3115	10	100	1		100																	2	1	3114	10	1		1	18	1	4010	1	0		7																						
1986	9	57	1		Nội công_Kim_Đao 8	6	1	10000	10000	54	1	2	1	3116	10	100	1		100																	2	1	3115	10	1		1	18	1	4010	1	0		8																						
1987	9	57	1		Nội công_Kim_Đao 9	6	1	10000	10000	54	1	2	1	3117	10	100	1		100																	2	1	3116	10	1		1	18	1	4010	1	0		9																						
1988	9	57	1		Nội công_Kim_Đao 10	6	1	10000	10000	54	1	2	1	3118	10	100	1		100																	2	1	3117	10	1		1	18	1	4010	1	0		10																						
1989	9	57	1		Nội công_Kim_Đao 11	6	1	10000	10000	54	1	2	1	3119	10	100	1		100																	2	1	3118	10	1		1	18	1	4010	1	0		11																						
1990	9	57	1		Nội công_Kim_Đao 12	6	1	10000	10000	54	1	2	1	3120	10	100	1		100																	2	1	3119	10	1		1	18	1	4010	1	0		12																						
1991	9	57	1		Nội công_Kim_Đao 13	6	1	10000	10000	54	1	2	1	3121	10	100	1		100																	2	1	3120	10	1		1	18	1	4010	1	0		13																						
1992	9	57	1		Nội công_Kim_Đao 14	6	1	10000	10000	54	1	2	1	3122	10	100	1		100																	2	1	3121	10	1		1	18	1	4010	1	0		14																						
1993	9	57	1		Nội công_Kim_Đao 15	6	1	10000	10000	54	1	2	1	3123	10	100	1		100																	2	1	3122	10	1		1	18	1	4010	1	0		15																						
1994	9	57	1		Nội công_Kim_Đao 16	6	1	10000	10000	54	1	2	1	3124	10	100	1		100																	2	1	3123	10	1		1	18	1	4010	1	0		16																						
1995	9	57	1		Nội công_Kim_Đao 17	6	1	10000	10000	54	1	2	1	3125	10	100	1		100																	2	1	3124	10	1		1	18	1	4010	1	0		17																						
1996	9	57	1		Nội công_Kim_Đao 18	6	1	10000	10000	54	1	2	1	3126	10	100	1		100																	2	1	3125	10	1		1	18	1	4010	1	0		18																						
1997	9	57	1		Nội công_Kim_Đao 19	6	1	10000	10000	54	1	2	1	3127	10	100	1		100																	2	1	3126	10	1		1	18	1	4010	1	0		19																						
1998	9	57	1		Nội công_Kim_Đao 20	6	1	10000	10000	54	1	2	1	3128	10	100	1		100																	2	1	3127	10	1		1	18	1	4010	1	0		20																						
1999	9	57	1		Ngoại công_Mộc_Đao 2	6	1	10000	10000	54	1	2	1	3243	10	100	2		100																	2	1	2602	10	2		1	18	1	4010	1	0		2																						
2000	9	57	1		Ngoại công_Mộc_Đao 3	6	1	10000	10000	54	1	2	1	3244	10	100	2		100																	2	1	3243	10	2		1	18	1	4010	1	0		3																						
2001	9	57	1		Ngoại công_Mộc_Đao 4	6	1	10000	10000	54	1	2	1	3245	10	100	2		100																	2	1	3244	10	2		1	18	1	4010	1	0		4																						
2002	9	57	1		Ngoại công_Mộc_Đao 5	6	1	10000	10000	54	1	2	1	3246	10	100	2		100																	2	1	3245	10	2		1	18	1	4010	1	0		5																						
2003	9	57	1		Ngoại công_Mộc_Đao 6	6	1	10000	10000	54	1	2	1	3247	10	100	2		100																	2	1	3246	10	2		1	18	1	4010	1	0		6																						
2004	9	57	1		Ngoại công_Mộc_Đao 7	6	1	10000	10000	54	1	2	1	3248	10	100	2		100																	2	1	3247	10	2		1	18	1	4010	1	0		7																						
2005	9	57	1		Ngoại công_Mộc_Đao 8	6	1	10000	10000	54	1	2	1	3249	10	100	2		100																	2	1	3248	10	2		1	18	1	4010	1	0		8																						
2006	9	57	1		Ngoại công_Mộc_Đao 9	6	1	10000	10000	54	1	2	1	3250	10	100	2		100																	2	1	3249	10	2		1	18	1	4010	1	0		9																						
2007	9	57	1		Ngoại công_Mộc_Đao 10	6	1	10000	10000	54	1	2	1	3251	10	100	2		100																	2	1	3250	10	2		1	18	1	4010	1	0		10																						
2008	9	57	1		Ngoại công_Mộc_Đao 11	6	1	10000	10000	54	1	2	1	3252	10	100	2		100																	2	1	3251	10	2		1	18	1	4010	1	0		11																						
2009	9	57	1		Ngoại công_Mộc_Đao 12	6	1	10000	10000	54	1	2	1	3253	10	100	2		100																	2	1	3252	10	2		1	18	1	4010	1	0		12																						
2010	9	57	1		Ngoại công_Mộc_Đao 13	6	1	10000	10000	54	1	2	1	3254	10	100	2		100																	2	1	3253	10	2		1	18	1	4010	1	0		13																						
2011	9	57	1		Ngoại công_Mộc_Đao 14	6	1	10000	10000	54	1	2	1	3255	10	100	2		100																	2	1	3254	10	2		1	18	1	4010	1	0		14																						
2012	9	57	1		Ngoại công_Mộc_Đao 15	6	1	10000	10000	54	1	2	1	3256	10	100	2		100																	2	1	3255	10	2		1	18	1	4010	1	0		15																						
2013	9	57	1		Ngoại công_Mộc_Đao 16	6	1	10000	10000	54	1	2	1	3257	10	100	2		100																	2	1	3256	10	2		1	18	1	4010	1	0		16																						
2014	9	57	1		Ngoại công_Mộc_Đao 17	6	1	10000	10000	54	1	2	1	3258	10	100	2		100																	2	1	3257	10	2		1	18	1	4010	1	0		17																						
2015	9	57	1		Ngoại công_Mộc_Đao 18	6	1	10000	10000	54	1	2	1	3259	10	100	2		100																	2	1	3258	10	2		1	18	1	4010	1	0		18																						
2016	9	57	1		Ngoại công_Mộc_Đao 19	6	1	10000	10000	54	1	2	1	3260	10	100	2		100																	2	1	3259	10	2		1	18	1	4010	1	0		19																						
2017	9	57	1		Ngoại công_Mộc_Đao 20	6	1	10000	10000	54	1	2	1	3261	10	100	2		100																	2	1	3260	10	2		1	18	1	4010	1	0		20																						
2018	9	57	1		Nội công_Mộc_Đao 2	6	1	10000	10000	54	1	2	1	3300	10	100	2		100																	2	1	2605	10	2		1	18	1	4010	1	0		2																						
2019	9	57	1		Nội công_Mộc_Đao 3	6	1	10000	10000	54	1	2	1	3301	10	100	2		100																	2	1	3300	10	2		1	18	1	4010	1	0		3																						
2020	9	57	1		Nội công_Mộc_Đao 4	6	1	10000	10000	54	1	2	1	3302	10	100	2		100																	2	1	3301	10	2		1	18	1	4010	1	0		4																						
2021	9	57	1		Nội công_Mộc_Đao 5	6	1	10000	10000	54	1	2	1	3303	10	100	2		100																	2	1	3302	10	2		1	18	1	4010	1	0		5																						
2022	9	57	1		Nội công_Mộc_Đao 6	6	1	10000	10000	54	1	2	1	3304	10	100	2		100																	2	1	3303	10	2		1	18	1	4010	1	0		6																						
2023	9	57	1		Nội công_Mộc_Đao 7	6	1	10000	10000	54	1	2	1	3305	10	100	2		100																	2	1	3304	10	2		1	18	1	4010	1	0		7																						
2024	9	57	1		Nội công_Mộc_Đao 8	6	1	10000	10000	54	1	2	1	3306	10	100	2		100																	2	1	3305	10	2		1	18	1	4010	1	0		8																						
2025	9	57	1		Nội công_Mộc_Đao 9	6	1	10000	10000	54	1	2	1	3307	10	100	2		100																	2	1	3306	10	2		1	18	1	4010	1	0		9																						
2026	9	57	1		Nội công_Mộc_Đao 10	6	1	10000	10000	54	1	2	1	3308	10	100	2		100																	2	1	3307	10	2		1	18	1	4010	1	0		10																						
2027	9	57	1		Nội công_Mộc_Đao 11	6	1	10000	10000	54	1	2	1	3309	10	100	2		100																	2	1	3308	10	2		1	18	1	4010	1	0		11																						
2028	9	57	1		Nội công_Mộc_Đao 12	6	1	10000	10000	54	1	2	1	3310	10	100	2		100																	2	1	3309	10	2		1	18	1	4010	1	0		12																						
2029	9	57	1		Nội công_Mộc_Đao 13	6	1	10000	10000	54	1	2	1	3311	10	100	2		100																	2	1	3310	10	2		1	18	1	4010	1	0		13																						
2030	9	57	1		Nội công_Mộc_Đao 14	6	1	10000	10000	54	1	2	1	3312	10	100	2		100																	2	1	3311	10	2		1	18	1	4010	1	0		14																						
2031	9	57	1		Nội công_Mộc_Đao 15	6	1	10000	10000	54	1	2	1	3313	10	100	2		100																	2	1	3312	10	2		1	18	1	4010	1	0		15																						
2032	9	57	1		Nội công_Mộc_Đao 16	6	1	10000	10000	54	1	2	1	3314	10	100	2		100																	2	1	3313	10	2		1	18	1	4010	1	0		16																						
2033	9	57	1		Nội công_Mộc_Đao 17	6	1	10000	10000	54	1	2	1	3315	10	100	2		100																	2	1	3314	10	2		1	18	1	4010	1	0		17																						
2034	9	57	1		Nội công_Mộc_Đao 18	6	1	10000	10000	54	1	2	1	3316	10	100	2		100																	2	1	3315	10	2		1	18	1	4010	1	0		18																						
2035	9	57	1		Nội công_Mộc_Đao 19	6	1	10000	10000	54	1	2	1	3317	10	100	2		100																	2	1	3316	10	2		1	18	1	4010	1	0		19																						
2036	9	57	1		Nội công_Mộc_Đao 20	6	1	10000	10000	54	1	2	1	3318	10	100	2		100																	2	1	3317	10	2		1	18	1	4010	1	0		20																						
2037	9	57	1		Ngoại công_Thủy_Đao 2	6	1	10000	10000	54	1	2	1	3433	10	100	3		100																	2	1	2612	10	3		1	18	1	4010	1	0		2																						
2038	9	57	1		Ngoại công_Thủy_Đao 3	6	1	10000	10000	54	1	2	1	3434	10	100	3		100																	2	1	3433	10	3		1	18	1	4010	1	0		3																						
2039	9	57	1		Ngoại công_Thủy_Đao 4	6	1	10000	10000	54	1	2	1	3435	10	100	3		100																	2	1	3434	10	3		1	18	1	4010	1	0		4																						
2040	9	57	1		Ngoại công_Thủy_Đao 5	6	1	10000	10000	54	1	2	1	3436	10	100	3		100																	2	1	3435	10	3		1	18	1	4010	1	0		5																						
2041	9	57	1		Ngoại công_Thủy_Đao 6	6	1	10000	10000	54	1	2	1	3437	10	100	3		100																	2	1	3436	10	3		1	18	1	4010	1	0		6																						
2042	9	57	1		Ngoại công_Thủy_Đao 7	6	1	10000	10000	54	1	2	1	3438	10	100	3		100																	2	1	3437	10	3		1	18	1	4010	1	0		7																						
2043	9	57	1		Ngoại công_Thủy_Đao 8	6	1	10000	10000	54	1	2	1	3439	10	100	3		100																	2	1	3438	10	3		1	18	1	4010	1	0		8																						
2044	9	57	1		Ngoại công_Thủy_Đao 9	6	1	10000	10000	54	1	2	1	3440	10	100	3		100																	2	1	3439	10	3		1	18	1	4010	1	0		9																						
2045	9	57	1		Ngoại công_Thủy_Đao 10	6	1	10000	10000	54	1	2	1	3441	10	100	3		100																	2	1	3440	10	3		1	18	1	4010	1	0		10																						
2046	9	57	1		Ngoại công_Thủy_Đao 11	6	1	10000	10000	54	1	2	1	3442	10	100	3		100																	2	1	3441	10	3		1	18	1	4010	1	0		11																						
2047	9	57	1		Ngoại công_Thủy_Đao 12	6	1	10000	10000	54	1	2	1	3443	10	100	3		100																	2	1	3442	10	3		1	18	1	4010	1	0		12																						
2048	9	57	1		Ngoại công_Thủy_Đao 13	6	1	10000	10000	54	1	2	1	3444	10	100	3		100																	2	1	3443	10	3		1	18	1	4010	1	0		13																						
2049	9	57	1		Ngoại công_Thủy_Đao 14	6	1	10000	10000	54	1	2	1	3445	10	100	3		100																	2	1	3444	10	3		1	18	1	4010	1	0		14																						
2050	9	57	1		Ngoại công_Thủy_Đao 15	6	1	10000	10000	54	1	2	1	3446	10	100	3		100																	2	1	3445	10	3		1	18	1	4010	1	0		15																						
2051	9	57	1		Ngoại công_Thủy_Đao 16	6	1	10000	10000	54	1	2	1	3447	10	100	3		100																	2	1	3446	10	3		1	18	1	4010	1	0		16																						
2052	9	57	1		Ngoại công_Thủy_Đao 17	6	1	10000	10000	54	1	2	1	3448	10	100	3		100																	2	1	3447	10	3		1	18	1	4010	1	0		17																						
2053	9	57	1		Ngoại công_Thủy_Đao 18	6	1	10000	10000	54	1	2	1	3449	10	100	3		100																	2	1	3448	10	3		1	18	1	4010	1	0		18																						
2054	9	57	1		Ngoại công_Thủy_Đao 19	6	1	10000	10000	54	1	2	1	3450	10	100	3		100																	2	1	3449	10	3		1	18	1	4010	1	0		19																						
2055	9	57	1		Ngoại công_Thủy_Đao 20	6	1	10000	10000	54	1	2	1	3451	10	100	3		100																	2	1	3450	10	3		1	18	1	4010	1	0		20																						
2056	9	57	1		Nội công_Thủy_Đao 2	6	1	10000	10000	54	1	2	1	3471	10	100	3		100																	2	1	2614	10	3		1	18	1	4010	1	0		2																						
2057	9	57	1		Nội công_Thủy_Đao 3	6	1	10000	10000	54	1	2	1	3472	10	100	3		100																	2	1	3471	10	3		1	18	1	4010	1	0		3																						
2058	9	57	1		Nội công_Thủy_Đao 4	6	1	10000	10000	54	1	2	1	3473	10	100	3		100																	2	1	3472	10	3		1	18	1	4010	1	0		4																						
2059	9	57	1		Nội công_Thủy_Đao 5	6	1	10000	10000	54	1	2	1	3474	10	100	3		100																	2	1	3473	10	3		1	18	1	4010	1	0		5																						
2060	9	57	1		Nội công_Thủy_Đao 6	6	1	10000	10000	54	1	2	1	3475	10	100	3		100																	2	1	3474	10	3		1	18	1	4010	1	0		6																						
2061	9	57	1		Nội công_Thủy_Đao 7	6	1	10000	10000	54	1	2	1	3476	10	100	3		100																	2	1	3475	10	3		1	18	1	4010	1	0		7																						
2062	9	57	1		Nội công_Thủy_Đao 8	6	1	10000	10000	54	1	2	1	3477	10	100	3		100																	2	1	3476	10	3		1	18	1	4010	1	0		8																						
2063	9	57	1		Nội công_Thủy_Đao 9	6	1	10000	10000	54	1	2	1	3478	10	100	3		100																	2	1	3477	10	3		1	18	1	4010	1	0		9																						
2064	9	57	1		Nội công_Thủy_Đao 10	6	1	10000	10000	54	1	2	1	3479	10	100	3		100																	2	1	3478	10	3		1	18	1	4010	1	0		10																						
2065	9	57	1		Nội công_Thủy_Đao 11	6	1	10000	10000	54	1	2	1	3480	10	100	3		100																	2	1	3479	10	3		1	18	1	4010	1	0		11																						
2066	9	57	1		Nội công_Thủy_Đao 12	6	1	10000	10000	54	1	2	1	3481	10	100	3		100																	2	1	3480	10	3		1	18	1	4010	1	0		12																						
2067	9	57	1		Nội công_Thủy_Đao 13	6	1	10000	10000	54	1	2	1	3482	10	100	3		100																	2	1	3481	10	3		1	18	1	4010	1	0		13																						
2068	9	57	1		Nội công_Thủy_Đao 14	6	1	10000	10000	54	1	2	1	3483	10	100	3		100																	2	1	3482	10	3		1	18	1	4010	1	0		14																						
2069	9	57	1		Nội công_Thủy_Đao 15	6	1	10000	10000	54	1	2	1	3484	10	100	3		100																	2	1	3483	10	3		1	18	1	4010	1	0		15																						
2070	9	57	1		Nội công_Thủy_Đao 16	6	1	10000	10000	54	1	2	1	3485	10	100	3		100																	2	1	3484	10	3		1	18	1	4010	1	0		16																						
2071	9	57	1		Nội công_Thủy_Đao 17	6	1	10000	10000	54	1	2	1	3486	10	100	3		100																	2	1	3485	10	3		1	18	1	4010	1	0		17																						
2072	9	57	1		Nội công_Thủy_Đao 18	6	1	10000	10000	54	1	2	1	3487	10	100	3		100																	2	1	3486	10	3		1	18	1	4010	1	0		18																						
2073	9	57	1		Nội công_Thủy_Đao 19	6	1	10000	10000	54	1	2	1	3488	10	100	3		100																	2	1	3487	10	3		1	18	1	4010	1	0		19																						
2074	9	57	1		Nội công_Thủy_Đao 20	6	1	10000	10000	54	1	2	1	3489	10	100	3		100																	2	1	3488	10	3		1	18	1	4010	1	0		20																						
2075	9	57	1		Ngoại công_Hỏa_Đao 2	6	1	10000	10000	54	1	2	1	3604	10	100	4		100																	2	1	2621	10	4		1	18	1	4010	1	0		2																						
2076	9	57	1		Ngoại công_Hỏa_Đao 3	6	1	10000	10000	54	1	2	1	3605	10	100	4		100																	2	1	3604	10	4		1	18	1	4010	1	0		3																						
2077	9	57	1		Ngoại công_Hỏa_Đao 4	6	1	10000	10000	54	1	2	1	3606	10	100	4		100																	2	1	3605	10	4		1	18	1	4010	1	0		4																						
2078	9	57	1		Ngoại công_Hỏa_Đao 5	6	1	10000	10000	54	1	2	1	3607	10	100	4		100																	2	1	3606	10	4		1	18	1	4010	1	0		5																						
2079	9	57	1		Ngoại công_Hỏa_Đao 6	6	1	10000	10000	54	1	2	1	3608	10	100	4		100																	2	1	3607	10	4		1	18	1	4010	1	0		6																						
2080	9	57	1		Ngoại công_Hỏa_Đao 7	6	1	10000	10000	54	1	2	1	3609	10	100	4		100																	2	1	3608	10	4		1	18	1	4010	1	0		7																						
2081	9	57	1		Ngoại công_Hỏa_Đao 8	6	1	10000	10000	54	1	2	1	3610	10	100	4		100																	2	1	3609	10	4		1	18	1	4010	1	0		8																						
2082	9	57	1		Ngoại công_Hỏa_Đao 9	6	1	10000	10000	54	1	2	1	3611	10	100	4		100																	2	1	3610	10	4		1	18	1	4010	1	0		9																						
2083	9	57	1		Ngoại công_Hỏa_Đao 10	6	1	10000	10000	54	1	2	1	3612	10	100	4		100																	2	1	3611	10	4		1	18	1	4010	1	0		10																						
2084	9	57	1		Ngoại công_Hỏa_Đao 11	6	1	10000	10000	54	1	2	1	3613	10	100	4		100																	2	1	3612	10	4		1	18	1	4010	1	0		11																						
2085	9	57	1		Ngoại công_Hỏa_Đao 12	6	1	10000	10000	54	1	2	1	3614	10	100	4		100																	2	1	3613	10	4		1	18	1	4010	1	0		12																						
2086	9	57	1		Ngoại công_Hỏa_Đao 13	6	1	10000	10000	54	1	2	1	3615	10	100	4		100																	2	1	3614	10	4		1	18	1	4010	1	0		13																						
2087	9	57	1		Ngoại công_Hỏa_Đao 14	6	1	10000	10000	54	1	2	1	3616	10	100	4		100																	2	1	3615	10	4		1	18	1	4010	1	0		14																						
2088	9	57	1		Ngoại công_Hỏa_Đao 15	6	1	10000	10000	54	1	2	1	3617	10	100	4		100																	2	1	3616	10	4		1	18	1	4010	1	0		15																						
2089	9	57	1		Ngoại công_Hỏa_Đao 16	6	1	10000	10000	54	1	2	1	3618	10	100	4		100																	2	1	3617	10	4		1	18	1	4010	1	0		16																						
2090	9	57	1		Ngoại công_Hỏa_Đao 17	6	1	10000	10000	54	1	2	1	3619	10	100	4		100																	2	1	3618	10	4		1	18	1	4010	1	0		17																						
2091	9	57	1		Ngoại công_Hỏa_Đao 18	6	1	10000	10000	54	1	2	1	3620	10	100	4		100																	2	1	3619	10	4		1	18	1	4010	1	0		18																						
2092	9	57	1		Ngoại công_Hỏa_Đao 19	6	1	10000	10000	54	1	2	1	3621	10	100	4		100																	2	1	3620	10	4		1	18	1	4010	1	0		19																						
2093	9	57	1		Ngoại công_Hỏa_Đao 20	6	1	10000	10000	54	1	2	1	3622	10	100	4		100																	2	1	3621	10	4		1	18	1	4010	1	0		20																						
2094	9	57	1		Nội công_Hỏa_Đao 2	6	1	10000	10000	54	1	2	1	3642	10	100	4		100																	2	1	2623	10	4		1	18	1	4010	1	0		2																						
2095	9	57	1		Nội công_Hỏa_Đao 3	6	1	10000	10000	54	1	2	1	3643	10	100	4		100																	2	1	3642	10	4		1	18	1	4010	1	0		3																						
2096	9	57	1		Nội công_Hỏa_Đao 4	6	1	10000	10000	54	1	2	1	3644	10	100	4		100																	2	1	3643	10	4		1	18	1	4010	1	0		4																						
2097	9	57	1		Nội công_Hỏa_Đao 5	6	1	10000	10000	54	1	2	1	3645	10	100	4		100																	2	1	3644	10	4		1	18	1	4010	1	0		5																						
2098	9	57	1		Nội công_Hỏa_Đao 6	6	1	10000	10000	54	1	2	1	3646	10	100	4		100																	2	1	3645	10	4		1	18	1	4010	1	0		6																						
2099	9	57	1		Nội công_Hỏa_Đao 7	6	1	10000	10000	54	1	2	1	3647	10	100	4		100																	2	1	3646	10	4		1	18	1	4010	1	0		7																						
2100	9	57	1		Nội công_Hỏa_Đao 8	6	1	10000	10000	54	1	2	1	3648	10	100	4		100																	2	1	3647	10	4		1	18	1	4010	1	0		8																						
2101	9	57	1		Nội công_Hỏa_Đao 9	6	1	10000	10000	54	1	2	1	3649	10	100	4		100																	2	1	3648	10	4		1	18	1	4010	1	0		9																						
2102	9	57	1		Nội công_Hỏa_Đao 10	6	1	10000	10000	54	1	2	1	3650	10	100	4		100																	2	1	3649	10	4		1	18	1	4010	1	0		10																						
2103	9	57	1		Nội công_Hỏa_Đao 11	6	1	10000	10000	54	1	2	1	3651	10	100	4		100																	2	1	3650	10	4		1	18	1	4010	1	0		11																						
2104	9	57	1		Nội công_Hỏa_Đao 12	6	1	10000	10000	54	1	2	1	3652	10	100	4		100																	2	1	3651	10	4		1	18	1	4010	1	0		12																						
2105	9	57	1		Nội công_Hỏa_Đao 13	6	1	10000	10000	54	1	2	1	3653	10	100	4		100																	2	1	3652	10	4		1	18	1	4010	1	0		13																						
2106	9	57	1		Nội công_Hỏa_Đao 14	6	1	10000	10000	54	1	2	1	3654	10	100	4		100																	2	1	3653	10	4		1	18	1	4010	1	0		14																						
2107	9	57	1		Nội công_Hỏa_Đao 15	6	1	10000	10000	54	1	2	1	3655	10	100	4		100																	2	1	3654	10	4		1	18	1	4010	1	0		15																						
2108	9	57	1		Nội công_Hỏa_Đao 16	6	1	10000	10000	54	1	2	1	3656	10	100	4		100																	2	1	3655	10	4		1	18	1	4010	1	0		16																						
2109	9	57	1		Nội công_Hỏa_Đao 17	6	1	10000	10000	54	1	2	1	3657	10	100	4		100																	2	1	3656	10	4		1	18	1	4010	1	0		17																						
2110	9	57	1		Nội công_Hỏa_Đao 18	6	1	10000	10000	54	1	2	1	3658	10	100	4		100																	2	1	3657	10	4		1	18	1	4010	1	0		18																						
2111	9	57	1		Nội công_Hỏa_Đao 19	6	1	10000	10000	54	1	2	1	3659	10	100	4		100																	2	1	3658	10	4		1	18	1	4010	1	0		19																						
2112	9	57	1		Nội công_Hỏa_Đao 20	6	1	10000	10000	54	1	2	1	3660	10	100	4		100																	2	1	3659	10	4		1	18	1	4010	1	0		20																						
2113	9	57	1		Ngoại công_Thổ_Đao 2	6	1	10000	10000	54	1	2	1	3775	10	100	5		100																	2	1	2630	10	5		1	18	1	4010	1	0		2																						
2114	9	57	1		Ngoại công_Thổ_Đao 3	6	1	10000	10000	54	1	2	1	3776	10	100	5		100																	2	1	3775	10	5		1	18	1	4010	1	0		3																						
2115	9	57	1		Ngoại công_Thổ_Đao 4	6	1	10000	10000	54	1	2	1	3777	10	100	5		100																	2	1	3776	10	5		1	18	1	4010	1	0		4																						
2116	9	57	1		Ngoại công_Thổ_Đao 5	6	1	10000	10000	54	1	2	1	3778	10	100	5		100																	2	1	3777	10	5		1	18	1	4010	1	0		5																						
2117	9	57	1		Ngoại công_Thổ_Đao 6	6	1	10000	10000	54	1	2	1	3779	10	100	5		100																	2	1	3778	10	5		1	18	1	4010	1	0		6																						
2118	9	57	1		Ngoại công_Thổ_Đao 7	6	1	10000	10000	54	1	2	1	3780	10	100	5		100																	2	1	3779	10	5		1	18	1	4010	1	0		7																						
2119	9	57	1		Ngoại công_Thổ_Đao 8	6	1	10000	10000	54	1	2	1	3781	10	100	5		100																	2	1	3780	10	5		1	18	1	4010	1	0		8																						
2120	9	57	1		Ngoại công_Thổ_Đao 9	6	1	10000	10000	54	1	2	1	3782	10	100	5		100																	2	1	3781	10	5		1	18	1	4010	1	0		9																						
