Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular
Cổ Độc Song Đầu Đao	Ấn Cấp 31	1	1	16	4	10	\setting\Immagine\item\Signet\An_NguDoc_00.spr	\setting\Immagine\item\Signet\An_NguDoc_01.spr	18	Ấn Cấp 31		2	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_weak_attackrate	100	100					state_weak_attacktime	120	120					allskill_v	3	3			77	77	allskill_v	3	3			87	87	5	60	6	4																																																												
Tịnh Liên Hồng Cầm	Ấn Cấp 31	1	1	16	5	10	\setting\Immagine\item\Signet\An_NgaMy_00.spr	\setting\Immagine\item\Signet\An_NgaMy_01.spr	18	Ấn Cấp 31		3	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_slowall_attackrate	100	100					state_slowall_attacktime	120	120					allskill_v	3	3			97	97	allskill_v	3	3			98	98	5	60	6	5																																																												
Tử Sắc Cầm Phiến	Ấn Cấp 31	1	1	16	6	10	\setting\Immagine\item\Signet\An_ThuyYen_00.spr	\setting\Immagine\item\Signet\An_ThuyYen_01.spr	18	Ấn Cấp 31		3	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_slowall_attackrate	100	100					state_slowall_attacktime	120	120					allskill_v	3	3			112	112	allskill_v	3	3			121	121	5	60	6	6																																																												
Giang Sơn	Ấn Cấp 31	1	1	16	7	10	\setting\Immagine\item\Signet\An_CaiBang_00.spr	\setting\Immagine\item\Signet\An_CaiBang_01.spr	18	Ấn Cấp 31		4	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_burn_attackrate	100	100					state_burn_attacktime	120	120					allskill_v	3	3			129	129	allskill_v	3	3			138	138	5	60	6	7																																																												
Thiên Hỏa Lệnh	Ấn Cấp 31	1	1	16	8	10	\setting\Immagine\item\Signet\An_ThienNhan_00.spr	\setting\Immagine\item\Signet\An_ThienNhan_01.spr	18	Ấn Cấp 31		4	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_burn_attackrate	100	100					state_burn_attacktime	120	120					allskill_v	3	3			144	144	allskill_v	3	3			152	152	5	60	6	8																																																												
Thanh Vân Chi Tửu	Ấn Cấp 31	1	1	16	9	10	\setting\Immagine\item\Signet\An_VoDang_00.spr	\setting\Immagine\item\Signet\An_VoDang_01.spr	18	Ấn Cấp 31		5	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_stun_attackrate	100	100					state_stun_attacktime	120	120					allskill_v	3	3			160	160	allskill_v	3	3			168	168	5	60	6	9																																																												
Thiên Hạ Châu	Ấn Cấp 31	1	1	16	10	10	\setting\Immagine\item\Signet\An_ConLon_00.spr	\setting\Immagine\item\Signet\An_ConLon_01.spr	18	Ấn Cấp 31		5	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_stun_attackrate	100	100					state_stun_attacktime	120	120					allskill_v	3	3			176	176	allskill_v	3	3			189	189	5	60	6	10																																																												
Hoàng Minh Chiến Kỳ	Ấn Cấp 31	1	1	16	11	10	\setting\Immagine\item\Signet\An_MinhGiao_00.spr	\setting\Immagine\item\Signet\An_MinhGiao_01.spr	18	Ấn Cấp 31		2	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_weak_attackrate	100	100					state_weak_attacktime	120	120					allskill_v	3	3			196	196	allskill_v	3	3			206	206	5	60	6	11																																																												
Đại Lý Hoàng Phiến	Ấn Cấp 31	1	1	16	12	10	\setting\Immagine\item\Signet\An_DoanThi_00.spr	\setting\Immagine\item\Signet\An_DoanThi_01.spr	18	Ấn Cấp 31		3	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_all_resist	95	95												defencedeadlystrikedamagetrim	16	16					lifemax_v	1000	1000					state_slowall_attackrate	100	100					state_slowall_attacktime	120	120					allskill_v	3	3			215	215	allskill_v	3	3			227	227	5	60	6	12																																																												
Thiên Ấn 1	Ấn Cấp 32	1	1	16	25	10	\setting\Immagine\item\Signet\An1_00.spr	\setting\Immagine\item\Signet\An1_01.spr	18	Ấn Cấp 32		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-1	-1	-1	-1	0	0	lifereplenish_p	1	1	-1	-1	0	0	allseriesstateresisttime	10	10	-1	-1	0	0	damage_fire_receive_p	-1	-1	-1	-1	0	0	damage_physics_receive_p	-1	-1	-1	-1	0	0	damage_light_receive_p	-1	-1	-1	-1	0	0	damage_poison_receive_p	-1	-1	-1	-1	0	0	damage_cold_receive_p	-1	-1	-1	-1	0	0	5	60																																																														
Thiên Ấn 2	Ấn Cấp 33	1	1	16	26	10	\setting\Immagine\item\Signet\An2_00.spr	\setting\Immagine\item\Signet\An2_01.spr	18	Ấn Cấp 33		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-1	-1	-1	-1	0	0	lifereplenish_p	2	2	-1	-1	0	0	allseriesstateresisttime	20	20	-1	-1	0	0	damage_fire_receive_p	-2	-2	-1	-1	0	0	damage_physics_receive_p	-2	-2	-1	-1	0	0	damage_light_receive_p	-2	-2	-1	-1	0	0	damage_poison_receive_p	-2	-2	-1	-1	0	0	damage_cold_receive_p	-2	-2	-1	-1	0	0	5	60																																																														
Thiên Ấn 3	Ấn Cấp 34	1	1	16	27	10	\setting\Immagine\item\Signet\An3_00.spr	\setting\Immagine\item\Signet\An3_01.spr	18	Ấn Cấp 34		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-2	-2	-1	-1	0	0	lifereplenish_p	3	3	-1	-1	0	0	allseriesstateresisttime	30	30	-1	-1	0	0	damage_fire_receive_p	-3	-3	-1	-1	0	0	damage_physics_receive_p	-3	-3	-1	-1	0	0	damage_light_receive_p	-3	-3	-1	-1	0	0	damage_poison_receive_p	-3	-3	-1	-1	0	0	damage_cold_receive_p	-3	-3	-1	-1	0	0	5	60																																																														
Thiên Ấn 4	Ấn Cấp 35	1	1	16	28	10	\setting\Immagine\item\Signet\An4_00.spr	\setting\Immagine\item\Signet\An4_01.spr	18	Ấn Cấp 35		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-2	-2	-1	-1	0	0	lifereplenish_p	4	4	-1	-1	0	0	allseriesstateresisttime	40	40	-1	-1	0	0	damage_fire_receive_p	-4	-4	-1	-1	0	0	damage_physics_receive_p	-4	-4	-1	-1	0	0	damage_light_receive_p	-4	-4	-1	-1	0	0	damage_poison_receive_p	-4	-4	-1	-1	0	0	damage_cold_receive_p	-4	-4	-1	-1	0	0	5	60																																																														
Thiên Ấn 5	Ấn Cấp 36	1	1	16	29	10	\setting\Immagine\item\Signet\An5_00.spr	\setting\Immagine\item\Signet\An5_01.spr	18	Ấn Cấp 36		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-3	-3	-1	-1	0	0	lifereplenish_p	5	5	-1	-1	0	0	allseriesstateresisttime	50	50	-1	-1	0	0	damage_fire_receive_p	-5	-5	-1	-1	0	0	damage_physics_receive_p	-5	-5	-1	-1	0	0	damage_light_receive_p	-5	-5	-1	-1	0	0	damage_poison_receive_p	-5	-5	-1	-1	0	0	damage_cold_receive_p	-5	-5	-1	-1	0	0	5	60																																																														
Thiên Ấn 6	Ấn Cấp 37	1	1	16	30	10	\setting\Immagine\item\Signet\An6_00.spr	\setting\Immagine\item\Signet\An6_01.spr	18	Ấn Cấp 37		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-3	-3	-1	-1	0	0	lifereplenish_p	6	6	-1	-1	0	0	allseriesstateresisttime	60	60	-1	-1	0	0	damage_fire_receive_p	-6	-6	-1	-1	0	0	damage_physics_receive_p	-6	-6	-1	-1	0	0	damage_light_receive_p	-6	-6	-1	-1	0	0	damage_poison_receive_p	-6	-6	-1	-1	0	0	damage_cold_receive_p	-6	-6	-1	-1	0	0	5	60																																																														
Thiên Ấn 7	Ấn Cấp 38	1	1	16	31	10	\setting\Immagine\item\Signet\An7_00.spr	\setting\Immagine\item\Signet\An7_01.spr	18	Ấn Cấp 38		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-4	-4	-1	-1	0	0	lifereplenish_p	7	7	-1	-1	0	0	allseriesstateresisttime	70	70	-1	-1	0	0	damage_fire_receive_p	-7	-7	-1	-1	0	0	damage_physics_receive_p	-7	-7	-1	-1	0	0	damage_light_receive_p	-7	-7	-1	-1	0	0	damage_poison_receive_p	-7	-7	-1	-1	0	0	damage_cold_receive_p	-7	-7	-1	-1	0	0	5	60																																																														
Thiên Ấn 8	Ấn Cấp 39	1	1	16	32	10	\setting\Immagine\item\Signet\An8_00.spr	\setting\Immagine\item\Signet\An8_01.spr	18	Ấn Cấp 39		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-4	-4	-1	-1	0	0	lifereplenish_p	8	8	-1	-1	0	0	allseriesstateresisttime	80	80	-1	-1	0	0	damage_fire_receive_p	-8	-8	-1	-1	0	0	damage_physics_receive_p	-8	-8	-1	-1	0	0	damage_light_receive_p	-8	-8	-1	-1	0	0	damage_poison_receive_p	-8	-8	-1	-1	0	0	damage_cold_receive_p	-8	-8	-1	-1	0	0	5	60																																																														
Thiên Ấn 9	Ấn Cấp 40	1	1	16	33	10	\setting\Immagine\item\Signet\An9_00.spr	\setting\Immagine\item\Signet\An9_01.spr	18	Ấn Cấp 40		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-5	-5	-1	-1	0	0	lifereplenish_p	9	9	-1	-1	0	0	allseriesstateresisttime	90	90	-1	-1	0	0	damage_fire_receive_p	-9	-9	-1	-1	0	0	damage_physics_receive_p	-9	-9	-1	-1	0	0	damage_light_receive_p	-9	-9	-1	-1	0	0	damage_poison_receive_p	-9	-9	-1	-1	0	0	damage_cold_receive_p	-9	-9	-1	-1	0	0	5	60																																																														
Thiên Ấn 10	Ấn Cấp 41	1	1	16	34	10	\setting\Immagine\item\Signet\An10_00.spr	\setting\Immagine\item\Signet\An10_01.spr	18	Ấn Cấp 41		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-5	-5	-1	-1	0	0	lifereplenish_p	10	10	-1	-1	0	0	allseriesstateresisttime	100	100	-1	-1	0	0	damage_fire_receive_p	-10	-10	-1	-1	0	0	damage_physics_receive_p	-10	-10	-1	-1	0	0	damage_light_receive_p	-10	-10	-1	-1	0	0	damage_poison_receive_p	-10	-10	-1	-1	0	0	damage_cold_receive_p	-10	-10	-1	-1	0	0	5	60																																																														
Thiên Ấn 11✭	Ấn Cấp 42	1	1	16	35	10	\setting\Immagine\item\Signet\An1_00.spr	\setting\Immagine\item\Signet\An1_01.spr	18	Ấn Cấp 42		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-6	-6	-1	-1	0	0	lifereplenish_p	11	11	-1	-1	0	0	allseriesstateresisttime	110	110	-1	-1	0	0	damage_fire_receive_p	-11	-11	-1	-1	0	0	damage_physics_receive_p	-11	-11	-1	-1	0	0	damage_light_receive_p	-11	-11	-1	-1	0	0	damage_poison_receive_p	-11	-11	-1	-1	0	0	damage_cold_receive_p	-11	-11	-1	-1	0	0	5	150																																																														
Thiên Ấn 12✭	Ấn Cấp 43	1	1	16	36	10	\setting\Immagine\item\Signet\An2_00.spr	\setting\Immagine\item\Signet\An2_01.spr	18	Ấn Cấp 43		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-6	-6	-1	-1	0	0	lifereplenish_p	12	12	-1	-1	0	0	allseriesstateresisttime	120	120	-1	-1	0	0	damage_fire_receive_p	-12	-12	-1	-1	0	0	damage_physics_receive_p	-12	-12	-1	-1	0	0	damage_light_receive_p	-12	-12	-1	-1	0	0	damage_poison_receive_p	-12	-12	-1	-1	0	0	damage_cold_receive_p	-12	-12	-1	-1	0	0	5	150																																																														
Thiên Ấn 13✭	Ấn Cấp 44	1	1	16	37	10	\setting\Immagine\item\Signet\An3_00.spr	\setting\Immagine\item\Signet\An3_01.spr	18	Ấn Cấp 44		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-7	-7	-1	-1	0	0	lifereplenish_p	13	13	-1	-1	0	0	allseriesstateresisttime	130	130	-1	-1	0	0	damage_fire_receive_p	-13	-13	-1	-1	0	0	damage_physics_receive_p	-13	-13	-1	-1	0	0	damage_light_receive_p	-13	-13	-1	-1	0	0	damage_poison_receive_p	-13	-13	-1	-1	0	0	damage_cold_receive_p	-13	-13	-1	-1	0	0	5	150																																																														
Thiên Ấn 14✭	Ấn Cấp 45	1	1	16	38	10	\setting\Immagine\item\Signet\An4_00.spr	\setting\Immagine\item\Signet\An4_01.spr	18	Ấn Cấp 45		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-7	-7	-1	-1	0	0	lifereplenish_p	14	14	-1	-1	0	0	allseriesstateresisttime	140	140	-1	-1	0	0	damage_fire_receive_p	-14	-14	-1	-1	0	0	damage_physics_receive_p	-14	-14	-1	-1	0	0	damage_light_receive_p	-14	-14	-1	-1	0	0	damage_poison_receive_p	-14	-14	-1	-1	0	0	damage_cold_receive_p	-14	-14	-1	-1	0	0	5	150																																																														
Thiên Ấn 15✭	Ấn Cấp 46	1	1	16	39	10	\setting\Immagine\item\Signet\An5_00.spr	\setting\Immagine\item\Signet\An5_01.spr	18	Ấn Cấp 46		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-8	-8	-1	-1	0	0	lifereplenish_p	15	15	-1	-1	0	0	allseriesstateresisttime	150	150	-1	-1	0	0	damage_fire_receive_p	-15	-15	-1	-1	0	0	damage_physics_receive_p	-15	-15	-1	-1	0	0	damage_light_receive_p	-15	-15	-1	-1	0	0	damage_poison_receive_p	-15	-15	-1	-1	0	0	damage_cold_receive_p	-15	-15	-1	-1	0	0	5	150																																																														
Thiên Ấn 16✭	Ấn Cấp 47	1	1	16	40	10	\setting\Immagine\item\Signet\An6_00.spr	\setting\Immagine\item\Signet\An6_01.spr	18	Ấn Cấp 47		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-8	-8	-1	-1	0	0	lifereplenish_p	16	16	-1	-1	0	0	allseriesstateresisttime	160	160	-1	-1	0	0	damage_fire_receive_p	-16	-16	-1	-1	0	0	damage_physics_receive_p	-16	-16	-1	-1	0	0	damage_light_receive_p	-16	-16	-1	-1	0	0	damage_poison_receive_p	-16	-16	-1	-1	0	0	damage_cold_receive_p	-16	-16	-1	-1	0	0	5	150																																																														
Thiên Ấn 17✭	Ấn Cấp 48	1	1	16	41	10	\setting\Immagine\item\Signet\An7_00.spr	\setting\Immagine\item\Signet\An7_01.spr	18	Ấn Cấp 48		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-9	-9	-1	-1	0	0	lifereplenish_p	17	17	-1	-1	0	0	allseriesstateresisttime	170	170	-1	-1	0	0	damage_fire_receive_p	-17	-17	-1	-1	0	0	damage_physics_receive_p	-17	-17	-1	-1	0	0	damage_light_receive_p	-17	-17	-1	-1	0	0	damage_poison_receive_p	-17	-17	-1	-1	0	0	damage_cold_receive_p	-17	-17	-1	-1	0	0	5	150																																																														
Thiên Ấn 18✭	Ấn Cấp 49	1	1	16	42	10	\setting\Immagine\item\Signet\An8_00.spr	\setting\Immagine\item\Signet\An8_01.spr	18	Ấn Cấp 49		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-9	-9	-1	-1	0	0	lifereplenish_p	18	18	-1	-1	0	0	allseriesstateresisttime	180	180	-1	-1	0	0	damage_fire_receive_p	-18	-18	-1	-1	0	0	damage_physics_receive_p	-18	-18	-1	-1	0	0	damage_light_receive_p	-18	-18	-1	-1	0	0	damage_poison_receive_p	-18	-18	-1	-1	0	0	damage_cold_receive_p	-18	-18	-1	-1	0	0	5	150																																																														
Thiên Ấn 19✭	Ấn Cấp 50	1	1	16	43	10	\setting\Immagine\item\Signet\An9_00.spr	\setting\Immagine\item\Signet\An9_01.spr	18	Ấn Cấp 50		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-10	-10	-1	-1	0	0	lifereplenish_p	19	19	-1	-1	0	0	allseriesstateresisttime	190	190	-1	-1	0	0	damage_fire_receive_p	-19	-19	-1	-1	0	0	damage_physics_receive_p	-19	-19	-1	-1	0	0	damage_light_receive_p	-19	-19	-1	-1	0	0	damage_poison_receive_p	-19	-19	-1	-1	0	0	damage_cold_receive_p	-19	-19	-1	-1	0	0	5	150																																																														
Thiên Ấn 20✭✭	Ấn Cấp 51	1	1	16	44	10	\setting\Immagine\item\Signet\An10_00.spr	\setting\Immagine\item\Signet\An10_01.spr	18	Ấn Cấp 51		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-10	-10	-1	-1	0	0	lifereplenish_p	20	20	-1	-1	0	0	allseriesstateresisttime	200	200	-1	-1	0	0	damage_fire_receive_p	-20	-20	-1	-1	0	0	damage_physics_receive_p	-20	-20	-1	-1	0	0	damage_light_receive_p	-20	-20	-1	-1	0	0	damage_poison_receive_p	-20	-20	-1	-1	0	0	damage_cold_receive_p	-20	-20	-1	-1	0	0	5	150																																																														
Thiên Ấn 21✭✭	Ấn Cấp 52	1	1	16	45	10	\setting\Immagine\item\Signet\An10_00.spr	\setting\Immagine\item\Signet\An10_01.spr	18	Ấn Cấp 52		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-11	-11	-1	-1	0	0	lifereplenish_p	21	21	-1	-1	0	0	allseriesstateresisttime	210	210	-1	-1	0	0	damage_fire_receive_p	-21	-21	-1	-1	0	0	damage_physics_receive_p	-21	-21	-1	-1	0	0	damage_light_receive_p	-21	-21	-1	-1	0	0	damage_poison_receive_p	-21	-21	-1	-1	0	0	damage_cold_receive_p	-21	-21	-1	-1	0	0	5	150																																																														
Thiên Ấn 22✭✭	Ấn Cấp 53	1	1	16	46	10	\setting\Immagine\item\Signet\An10_00.spr	\setting\Immagine\item\Signet\An10_01.spr	18	Ấn Cấp 53		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-11	-11	-1	-1	0	0	lifereplenish_p	22	22	-1	-1	0	0	allseriesstateresisttime	220	220	-1	-1	0	0	damage_fire_receive_p	-22	-22	-1	-1	0	0	damage_physics_receive_p	-22	-22	-1	-1	0	0	damage_light_receive_p	-22	-22	-1	-1	0	0	damage_poison_receive_p	-22	-22	-1	-1	0	0	damage_cold_receive_p	-22	-22	-1	-1	0	0	5	150																																																														
Thiên Ấn 23✭✭	Ấn Cấp 54	1	1	16	47	10	\setting\Immagine\item\Signet\An10_00.spr	\setting\Immagine\item\Signet\An10_01.spr	18	Ấn Cấp 54		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-12	-12	-1	-1	0	0	lifereplenish_p	23	23	-1	-1	0	0	allseriesstateresisttime	230	230	-1	-1	0	0	damage_fire_receive_p	-23	-23	-1	-1	0	0	damage_physics_receive_p	-23	-23	-1	-1	0	0	damage_light_receive_p	-23	-23	-1	-1	0	0	damage_poison_receive_p	-23	-23	-1	-1	0	0	damage_cold_receive_p	-23	-23	-1	-1	0	0	5	150																																																														
Thiên Ấn 24✭✭	Ấn Cấp 55	1	1	16	48	10	\setting\Immagine\item\Signet\An10_00.spr	\setting\Immagine\item\Signet\An10_01.spr	18	Ấn Cấp 55		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-12	-12	-1	-1	0	0	lifereplenish_p	24	24	-1	-1	0	0	allseriesstateresisttime	240	240	-1	-1	0	0	damage_fire_receive_p	-24	-24	-1	-1	0	0	damage_physics_receive_p	-24	-24	-1	-1	0	0	damage_light_receive_p	-24	-24	-1	-1	0	0	damage_poison_receive_p	-24	-24	-1	-1	0	0	damage_cold_receive_p	-24	-24	-1	-1	0	0	5	150																																																														
✭Tàn Đông Chi Ấn✭	Ấn Cấp 56	1	1	16	49	10	\setting\Immagine\item\Signet\An_TanDong_00.spr	\setting\Immagine\item\Signet\An_TanDong_01.spr	18	Ấn Cấp 56		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-13	-13	-1	-1	0	0	lifereplenish_p	25	25	-1	-1	0	0	allseriesstateresisttime	250	250	-1	-1	0	0	damage_fire_receive_p	-25	-25	-1	-1	0	0	damage_physics_receive_p	-25	-25	-1	-1	0	0	damage_light_receive_p	-25	-25	-1	-1	0	0	damage_poison_receive_p	-25	-25	-1	-1	0	0	damage_cold_receive_p	-25	-25	-1	-1	0	0	5	150																																																														
Thiên Ấn 25✭✭	Ấn Cấp 57	1	1	16	50	10	\setting\Immagine\item\Signet\An10_00.spr	\setting\Immagine\item\Signet\An10_01.spr	18	Ấn Cấp 57		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-13	-13	-1	-1	0	0	lifereplenish_p	26	26	-1	-1	0	0	allseriesstateresisttime	260	260	-1	-1	0	0	damage_fire_receive_p	-26	-26	-1	-1	0	0	damage_physics_receive_p	-26	-26	-1	-1	0	0	damage_light_receive_p	-26	-26	-1	-1	0	0	damage_poison_receive_p	-26	-26	-1	-1	0	0	damage_cold_receive_p	-26	-26	-1	-1	0	0	5	150																																																														
Thiên Ấn 26✭✭	Ấn Cấp 58	1	1	16	51	10	\setting\Immagine\item\Signet\An10_00.spr	\setting\Immagine\item\Signet\An10_01.spr	18	Ấn Cấp 58		0	20000000	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	damage_return_receive_p	-14	-14	-1	-1	0	0	lifereplenish_p	27	27	-1	-1	0	0	allseriesstateresisttime	270	270	-1	-1	0	0	damage_fire_receive_p	-27	-27	-1	-1	0	0	damage_physics_receive_p	-27	-27	-1	-1	0	0	damage_light_receive_p	-27	-27	-1	-1	0	0	damage_poison_receive_p	-27	-27	-1	-1	0	0	damage_cold_receive_p	-27	-27	-1	-1	0	0	5	150																																																														
