Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	UnLockInterval
[Mặt Nạ] Bôn Lôi Quán (cấp 1)	Lv.1	1	1	13	229	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	5900000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	1	1					defencedeadlystrikedamagetrim	1	1					lifemax_p	1	1	-1	-1			fastlifereplenish_v	150	150	-1	-1			fastmanareplenish_v	150	150	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 2)	Lv.2	1	1	13	230	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	6100000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	1	1					defencedeadlystrikedamagetrim	1	1					lifemax_p	1	1	-1	-1			fastlifereplenish_v	200	200	-1	-1			fastmanareplenish_v	200	200	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 3)	Lv.3	1	1	13	231	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	6300000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	1	1					defencedeadlystrikedamagetrim	1	1					lifemax_p	1	1	-1	-1			fastlifereplenish_v	250	250	-1	-1			fastmanareplenish_v	250	250	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 4)	Lv.4	1	1	13	232	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	6500000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	1	1					defencedeadlystrikedamagetrim	1	1					lifemax_p	2	2	-1	-1			fastlifereplenish_v	300	300	-1	-1			fastmanareplenish_v	300	300	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 5)	Lv.5	1	1	13	233	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	6700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	1	1					defencedeadlystrikedamagetrim	1	1					lifemax_p	2	2	-1	-1			fastlifereplenish_v	350	350	-1	-1			fastmanareplenish_v	350	350	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 6)	Lv.6	1	1	13	234	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	6900000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	2	2					defencedeadlystrikedamagetrim	2	2					lifemax_p	2	2	-1	-1			fastlifereplenish_v	400	400	-1	-1			fastmanareplenish_v	400	400	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 7)	Lv.7	1	1	13	235	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	7100000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	2	2					defencedeadlystrikedamagetrim	2	2					lifemax_p	3	3	-1	-1			fastlifereplenish_v	450	450	-1	-1			fastmanareplenish_v	450	450	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 8)	Lv.8	1	1	13	236	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	7300000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	2	2					defencedeadlystrikedamagetrim	2	2					lifemax_p	3	3	-1	-1			fastlifereplenish_v	500	500	-1	-1			fastmanareplenish_v	500	500	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 9)	Lv.9	1	1	13	237	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	7500000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	2	2					defencedeadlystrikedamagetrim	2	2					lifemax_p	3	3	-1	-1			fastlifereplenish_v	550	550	-1	-1			fastmanareplenish_v	550	550	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 10)	Lv.10	1	1	13	238	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	7700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	2	2					defencedeadlystrikedamagetrim	2	2					lifemax_p	4	4	-1	-1			fastlifereplenish_v	600	600	-1	-1			fastmanareplenish_v	600	600	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 11)	Lv.11	1	1	13	239	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	7900000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	3	3					defencedeadlystrikedamagetrim	3	3					lifemax_p	4	4	-1	-1			fastlifereplenish_v	650	650	-1	-1			fastmanareplenish_v	650	650	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 12)	Lv.12	1	1	13	240	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	8100000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	3	3					defencedeadlystrikedamagetrim	3	3					lifemax_p	4	4	-1	-1			fastlifereplenish_v	700	700	-1	-1			fastmanareplenish_v	700	700	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 13)	Lv.13	1	1	13	241	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	8300000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	3	3					defencedeadlystrikedamagetrim	3	3					lifemax_p	5	5	-1	-1			fastlifereplenish_v	750	750	-1	-1			fastmanareplenish_v	750	750	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 14)	Lv.14	1	1	13	242	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	8500000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	3	3					defencedeadlystrikedamagetrim	3	3					lifemax_p	5	5	-1	-1			fastlifereplenish_v	800	800	-1	-1			fastmanareplenish_v	800	800	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 15)	Lv.15	1	1	13	243	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	8700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	3	3					defencedeadlystrikedamagetrim	3	3					lifemax_p	5	5	-1	-1			fastlifereplenish_v	850	850	-1	-1			fastmanareplenish_v	850	850	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 16)	Lv.16	1	1	13	244	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	8900000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	4	4					defencedeadlystrikedamagetrim	4	4					lifemax_p	6	6	-1	-1			fastlifereplenish_v	900	900	-1	-1			fastmanareplenish_v	900	900	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 17)	Lv.17	1	1	13	245	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	9100000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	4	4					defencedeadlystrikedamagetrim	4	4					lifemax_p	6	6	-1	-1			fastlifereplenish_v	950	950	-1	-1			fastmanareplenish_v	950	950	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 18)	Lv.18	1	1	13	246	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	9300000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	4	4					defencedeadlystrikedamagetrim	4	4					lifemax_p	6	6	-1	-1			fastlifereplenish_v	1000	1000	-1	-1			fastmanareplenish_v	1000	1000	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 19)	Lv.19	1	1	13	247	4	\image\item\other\scriptitem\icon_MatNa1.spr	\image\item\other\scriptitem\MatNa1.spr	35			0	1	9500000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	4	4					defencedeadlystrikedamagetrim	4	4					lifemax_p	7	7	-1	-1			fastlifereplenish_v	1050	1050	-1	-1			fastmanareplenish_v	1050	1050	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 20)	Lv.20	1	1	13	248	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	9700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	4	4					defencedeadlystrikedamagetrim	4	4					lifemax_p	7	7	-1	-1			fastlifereplenish_v	1100	1100	-1	-1			fastmanareplenish_v	1100	1100	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 21)	Lv.21	1	1	13	249	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	9900000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	5	5					defencedeadlystrikedamagetrim	5	5					lifemax_p	7	7	-1	-1			fastlifereplenish_v	1150	1150	-1	-1			fastmanareplenish_v	1150	1150	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 22)	Lv.22	1	1	13	250	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	10100000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	5	5					defencedeadlystrikedamagetrim	5	5					lifemax_p	8	8	-1	-1			fastlifereplenish_v	1200	1200	-1	-1			fastmanareplenish_v	1200	1200	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 23)	Lv.23	1	1	13	251	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	10300000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	5	5					defencedeadlystrikedamagetrim	5	5					lifemax_p	8	8	-1	-1			fastlifereplenish_v	1250	1250	-1	-1			fastmanareplenish_v	1250	1250	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 24)	Lv.24	1	1	13	252	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	10500000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	5	5					defencedeadlystrikedamagetrim	5	5					lifemax_p	8	8	-1	-1			fastlifereplenish_v	1300	1300	-1	-1			fastmanareplenish_v	1300	1300	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 25)	Lv.25	1	1	13	253	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	10700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	5	5					defencedeadlystrikedamagetrim	5	5					lifemax_p	9	9	-1	-1			fastlifereplenish_v	1350	1350	-1	-1			fastmanareplenish_v	1350	1350	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 26)	Lv.26	1	1	13	254	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	10900000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	6	6					defencedeadlystrikedamagetrim	6	6					lifemax_p	9	9	-1	-1			fastlifereplenish_v	1400	1400	-1	-1			fastmanareplenish_v	1400	1400	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 27)	Lv.27	1	1	13	255	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	11100000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	6	6					defencedeadlystrikedamagetrim	6	6					lifemax_p	9	9	-1	-1			fastlifereplenish_v	1450	1450	-1	-1			fastmanareplenish_v	1450	1450	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 28)	Lv.28	1	1	13	256	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	11300000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	6	6					defencedeadlystrikedamagetrim	6	6					lifemax_p	10	10	-1	-1			fastlifereplenish_v	1500	1500	-1	-1			fastmanareplenish_v	1500	1500	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 29)	Lv.29	1	1	13	257	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	11500000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	6	6					defencedeadlystrikedamagetrim	6	6					lifemax_p	10	10	-1	-1			fastlifereplenish_v	1550	1550	-1	-1			fastmanareplenish_v	1550	1550	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 30)	Lv.30	1	1	13	258	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	11700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	6	6					defencedeadlystrikedamagetrim	6	6					lifemax_p	10	10	-1	-1			fastlifereplenish_v	1600	1600	-1	-1			fastmanareplenish_v	1600	1600	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 31)	Lv.31	1	1	13	259	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	11900000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	7	7					defencedeadlystrikedamagetrim	7	7					lifemax_p	11	11	-1	-1			fastlifereplenish_v	1650	1650	-1	-1			fastmanareplenish_v	1650	1650	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 32)	Lv.32	1	1	13	260	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	12100000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	7	7					defencedeadlystrikedamagetrim	7	7					lifemax_p	11	11	-1	-1			fastlifereplenish_v	1700	1700	-1	-1			fastmanareplenish_v	1700	1700	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 33)	Lv.33	1	1	13	261	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	12300000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	7	7					defencedeadlystrikedamagetrim	7	7					lifemax_p	11	11	-1	-1			fastlifereplenish_v	1750	1750	-1	-1			fastmanareplenish_v	1750	1750	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 34)	Lv.34	1	1	13	262	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	12500000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	7	7					defencedeadlystrikedamagetrim	7	7					lifemax_p	12	12	-1	-1			fastlifereplenish_v	1800	1800	-1	-1			fastmanareplenish_v	1800	1800	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 35)	Lv.35	1	1	13	263	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	12700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	7	7					defencedeadlystrikedamagetrim	7	7					lifemax_p	12	12	-1	-1			fastlifereplenish_v	1850	1850	-1	-1			fastmanareplenish_v	1850	1850	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 36)	Lv.36	1	1	13	264	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	12900000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	8	8					defencedeadlystrikedamagetrim	8	8					lifemax_p	12	12	-1	-1			fastlifereplenish_v	1900	1900	-1	-1			fastmanareplenish_v	1900	1900	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 37)	Lv.37	1	1	13	265	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	13100000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	8	8					defencedeadlystrikedamagetrim	8	8					lifemax_p	13	13	-1	-1			fastlifereplenish_v	1950	1950	-1	-1			fastmanareplenish_v	1950	1950	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 38)	Lv.38	1	1	13	266	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	13300000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	8	8					defencedeadlystrikedamagetrim	8	8					lifemax_p	13	13	-1	-1			fastlifereplenish_v	2000	2000	-1	-1			fastmanareplenish_v	2000	2000	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 39)	Lv.39	1	1	13	267	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	13500000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	8	8					defencedeadlystrikedamagetrim	8	8					lifemax_p	13	13	-1	-1			fastlifereplenish_v	2050	2050	-1	-1			fastmanareplenish_v	2050	2050	-1	-1																																																																													604800							
[Mặt Nạ] Bôn Lôi Quán (cấp 40)	Lv.40	1	1	13	268	5	\image\item\other\scriptitem\icon_MatNa2.spr	\image\item\other\scriptitem\MatNa2.spr	35			0	1	13700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	8	8					defencedeadlystrikedamagetrim	8	8					lifemax_p	14	14	-1	-1			fastlifereplenish_v	2100	2100	-1	-1			fastmanareplenish_v	2100	2100	-1	-1																																																																													604800							
[Mặt Nạ] Mạn Đà La Tinh-Tam	Lv.41	1	1	13	269	4	\setting\event2010\Mask_jsjx3_00.spr	\setting\event2010\Mask_jsjx3_01.spr	35		<color=cyan>Phần thưởng Vinh dự thứ hạng 3 tranh tài cao thấp Võ giả Anh hùng tại Mạn Đà Trang<color>	0	1	7300000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	9	9					defencedeadlystrikedamagetrim	9	9					lifemax_p	14	14	-1	-1			fastlifereplenish_v	2150	2150	-1	-1			fastmanareplenish_v	2150	2150	-1	-1																																																																													604800							
[Mặt Nạ] Mạn Đà La Tinh-Nhị	Lv.42	1	1	13	270	4	\setting\event2010\Mask_jsjx2_00.spr	\setting\event2010\Mask_jsjx2_01.spr	35		<color=cyan>Phần thưởng Vinh dự thứ hạng 2 tranh tài cao thấp Võ giả Anh hùng tại Mạn Đà Trang<color>	0	1	7500000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	9	9					defencedeadlystrikedamagetrim	9	9					lifemax_p	14	14	-1	-1			fastlifereplenish_v	2200	2200	-1	-1			fastmanareplenish_v	2200	2200	-1	-1																																																																													604800							
[Mặt Nạ] Mạn Đà La Tinh-Nhất	Lv.43	1	1	13	271	4	\setting\event2010\Mask_jsjx1_00.spr	\setting\event2010\Mask_jsjx1_01.spr	35		<color=cyan>Phần thưởng Vinh dự thứ hạng 1 tranh tài cao thấp Võ giả Anh hùng tại Mạn Đà Trang<color>	0	1	7700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	9	9					defencedeadlystrikedamagetrim	9	9					lifemax_p	15	15	-1	-1			fastlifereplenish_v	2250	2250	-1	-1			fastmanareplenish_v	2250	2250	-1	-1																																																																													604800							
Bách Chiến Bá Vương +1	Lv.44	1	1	13	1	10	\setting\Immagine\item\Mask\MatNa_BaVuong_00.spr	\setting\Immagine\item\Mask\MatNa_BaVuong_01.spr	35		<color=green>Chấn Hưng Thiên Hạ-Thống Lĩnh Quần Hùng<color>	0	1	7700000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	9	9					defencedeadlystrikedamagetrim	9	9					lifemax_p	15	15	-1	-1			fastlifereplenish_v	2300	2300	-1	-1			fastmanareplenish_v	2300	2300	-1	-1																																																																													604800							
Bách Chiến Bá Vương +2	Lv.45	1	1	13	2	10	\setting\Immagine\item\Mask\MatNa_BaVuong_00.spr	\setting\Immagine\item\Mask\MatNa_BaVuong_01.spr	35		<color=green>Chấn Hưng Thiên Hạ-Thống Lĩnh Quần Hùng<color>	0	1	10000000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	9	9					defencedeadlystrikedamagetrim	9	9					lifemax_p	15	15	-1	-1			fastlifereplenish_v	2350	2350	-1	-1			fastmanareplenish_v	2350	2350	-1	-1																																																																													604800							
Bách Chiến Bá Vương +3	Lv.46	1	1	13	3	10	\setting\Immagine\item\Mask\MatNa_BaVuong_00.spr	\setting\Immagine\item\Mask\MatNa_BaVuong_01.spr	35		<color=green>Chấn Hưng Thiên Hạ-Thống Lĩnh Quần Hùng<color>	0	1	10000000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	10	10					defencedeadlystrikedamagetrim	10	10					lifemax_p	16	16	-1	-1			fastlifereplenish_v	2400	2400	-1	-1			fastmanareplenish_v	2400	2400	-1	-1																																																																													604800							
Bách Chiến Bá Vương +4	Lv.47	1	1	13	4	10	\setting\Immagine\item\Mask\MatNa_BaVuong_00.spr	\setting\Immagine\item\Mask\MatNa_BaVuong_01.spr	35		<color=green>Chấn Hưng Thiên Hạ-Thống Lĩnh Quần Hùng<color>	0	1	10000000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	10	10					defencedeadlystrikedamagetrim	10	10					lifemax_p	16	16	-1	-1			fastlifereplenish_v	2450	2450	-1	-1			fastmanareplenish_v	2450	2450	-1	-1																																																																													604800							
Bách Chiến Bá Vương +5	Lv.48	1	1	13	5	10	\setting\Immagine\item\Mask\MatNa_BaVuong_00.spr	\setting\Immagine\item\Mask\MatNa_BaVuong_01.spr	35		<color=green>Chấn Hưng Thiên Hạ-Thống Lĩnh Quần Hùng<color>	0	1	10000000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	10	10					defencedeadlystrikedamagetrim	10	10					lifemax_p	16	16	-1	-1			fastlifereplenish_v	2500	2500	-1	-1			fastmanareplenish_v	2500	2500	-1	-1																																																																													604800							
Bách Chiến Bá Vương +6	Lv.49	1	1	13	6	10	\setting\Immagine\item\Mask\MatNa_BaVuong_00.spr	\setting\Immagine\item\Mask\MatNa_BaVuong_01.spr	35		<color=green>Chấn Hưng Thiên Hạ-Thống Lĩnh Quần Hùng<color>	0	1	10000000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	10	10					defencedeadlystrikedamagetrim	10	10					lifemax_p	17	17	-1	-1			fastlifereplenish_v	2550	2550	-1	-1			fastmanareplenish_v	2550	2550	-1	-1																																																																													604800							
Bách Chiến Bá Vương +7	Lv.50	1	1	13	7	10	\setting\Immagine\item\Mask\MatNa_BaVuong_00.spr	\setting\Immagine\item\Mask\MatNa_BaVuong_01.spr	35		<color=green>Chấn Hưng Thiên Hạ-Thống Lĩnh Quần Hùng<color>	0	1	10000000000			1	0	mask	0	0		-1	-1					allskill_v	1	1	1	1			lifereplenish_p	10	10					defencedeadlystrikedamagetrim	10	10					lifemax_p	17	17	-1	-1			fastlifereplenish_v	2600	2600	-1	-1			fastmanareplenish_v	2600	2600	-1	-1																																																																													604800							
