Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval
Kim Cô Bổng	Kim Cô Bổng	14	1	1	4	10	\image\item\equip\meleeweapon\n_gun_310_s.spr	\image\item\equip\meleeweapon\n_gun_310.spr	11			-1	1	1			2	0	equip	17	17	weapondamagemin_v	190	190	-1	-1	0	0	weapondamagemax_v	200	200	-1	-1	0	0	weaponmagicmin_v	190	190	-1	-1	0	0	weaponmagicmax_v	200	200	-1	-1	0	0																																											5	100											4	staminareplenish_v	65	65					8	deadlystrikeenhance_r	65	65					10	weaponbasedamagetrim	350	350					12	deadlystrikedamageenhance_p	65	65					14	skilldamageptrim	20	20					16	allskill_v	1	1	1	1			1	14																			
Trường Thương	Trường Thương	15	1	1	5	1	\image\item\equip\meleeweapon\n_qiang_401_s.spr	\image\item\equip\meleeweapon\n_qiang_401.spr	12			-1	1	1			2	0	equip	19	19	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																													1	14	1	2																	
Hồng Anh Thương	Hồng Anh Thương	15	1	1	5	2	\image\item\equip\meleeweapon\n_qiang_402_s.spr	\image\item\equip\meleeweapon\n_qiang_402.spr	12			-1	1	1			2	0	equip	19	19	weapondamagemin_v	25	25	-1	-1	0	0	weapondamagemax_v	30	30	-1	-1	0	0	weaponmagicmin_v	25	25	-1	-1	0	0	weaponmagicmax_v	30	30	-1	-1	0	0																																											5	20											4	staminareplenish_v	50	50																																													1	14	1	2																	
Điểm Cang Thương	Điểm Cang Thương	15	1	1	5	3	\image\item\equip\meleeweapon\n_qiang_403_s.spr	\image\item\equip\meleeweapon\n_qiang_403.spr	12			-1	1	1			2	0	equip	20	20	weapondamagemin_v	45	45	-1	-1	0	0	weapondamagemax_v	50	50	-1	-1	0	0	weaponmagicmin_v	45	45	-1	-1	0	0	weaponmagicmax_v	50	50	-1	-1	0	0																																											5	30											4	staminareplenish_v	50	50																																													1	14	1	2																	
Hoàn Tử Thương	Hoàn Tử Thương	15	1	1	5	4	\image\item\equip\meleeweapon\n_qiang_404_s.spr	\image\item\equip\meleeweapon\n_qiang_404.spr	12			-1	1	1			2	0	equip	20	20	weapondamagemin_v	65	65	-1	-1	0	0	weapondamagemax_v	70	70	-1	-1	0	0	weaponmagicmin_v	65	65	-1	-1	0	0	weaponmagicmax_v	70	70	-1	-1	0	0																																											5	40											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					1	14	1	2																	
Kim Câu Thương	Kim Câu Thương	15	1	1	5	5	\image\item\equip\meleeweapon\n_qiang_405_s.spr	\image\item\equip\meleeweapon\n_qiang_405.spr	12			-1	1	1			2	0	equip	21	21	weapondamagemin_v	85	85	-1	-1	0	0	weapondamagemax_v	90	90	-1	-1	0	0	weaponmagicmin_v	85	85	-1	-1	0	0	weaponmagicmax_v	90	90	-1	-1	0	0																																											5	50											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					1	14	1	2																	
Báo Vĩ Thương	Báo Vĩ Thương	15	1	1	5	6	\image\item\equip\meleeweapon\n_qiang_406_s.spr	\image\item\equip\meleeweapon\n_qiang_406.spr	12			-1	1	1			2	0	equip	21	21	weapondamagemin_v	100	100	-1	-1	0	0	weapondamagemax_v	110	110	-1	-1	0	0	weaponmagicmin_v	100	100	-1	-1	0	0	weaponmagicmax_v	110	110	-1	-1	0	0																																											5	60											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					1	14	1	2																	
Hỏa Tiêm Thương	Hỏa Tiêm Thương	15	1	1	5	7	\image\item\equip\meleeweapon\n_qiang_407_s.spr	\image\item\equip\meleeweapon\n_qiang_407.spr	12			-1	1	1			2	0	equip	22	22	weapondamagemin_v	120	120	-1	-1	0	0	weapondamagemax_v	130	130	-1	-1	0	0	weaponmagicmin_v	120	120	-1	-1	0	0	weaponmagicmax_v	130	130	-1	-1	0	0																																											5	70											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50					10	weaponbasedamagetrim	300	300					12	deadlystrikedamageenhance_p	50	50																					1	14	1	2																	
Thấu Cốt Thương	Thấu Cốt Thương	15	1	1	5	8	\image\item\equip\meleeweapon\n_qiang_408_s.spr	\image\item\equip\meleeweapon\n_qiang_408.spr	12			-1	1	1			2	0	equip	22	22	weapondamagemin_v	140	140	-1	-1	0	0	weapondamagemax_v	150	150	-1	-1	0	0	weaponmagicmin_v	140	140	-1	-1	0	0	weaponmagicmax_v	150	150	-1	-1	0	0																																											5	80											4	staminareplenish_v	55	55					8	deadlystrikeenhance_r	55	55					10	weaponbasedamagetrim	310	310					12	deadlystrikedamageenhance_p	55	55																					1	14	1	2																	
Kinh Lôi Thương	Kinh Lôi Thương	15	1	1	5	9	\image\item\equip\meleeweapon\n_qiang_409_s.spr	\image\item\equip\meleeweapon\n_qiang_409.spr	12			-1	1	1			2	0	equip	23	23	weapondamagemin_v	160	160	-1	-1	0	0	weapondamagemax_v	170	170	-1	-1	0	0	weaponmagicmin_v	160	160	-1	-1	0	0	weaponmagicmax_v	170	170	-1	-1	0	0																																											5	90											4	staminareplenish_v	60	60					8	deadlystrikeenhance_r	60	60					10	weaponbasedamagetrim	320	320					12	deadlystrikedamageenhance_p	60	60					14	skilldamageptrim	15	15													1	14	1	2																	
Phá Thiên Kích	Phá Thiên Kích	15	1	1	5	10	\image\item\equip\meleeweapon\n_qiang_410_s.spr	\image\item\equip\meleeweapon\n_qiang_410.spr	12			-1	1	1			2	0	equip	23	23	weapondamagemin_v	190	190	-1	-1	0	0	weapondamagemax_v	200	200	-1	-1	0	0	weaponmagicmin_v	190	190	-1	-1	0	0	weaponmagicmax_v	200	200	-1	-1	0	0																																											5	100											4	staminareplenish_v	65	65					8	deadlystrikeenhance_r	65	65					10	weaponbasedamagetrim	350	350					12	deadlystrikedamageenhance_p	65	65					14	skilldamageptrim	20	20					16	allskill_v	1	1	1	1			1	14	1	2																	
Chiến Chùy	Chiến Chùy	16	1	1	6	1	\image\item\equip\meleeweapon\n_chui_501_s.spr	\image\item\equip\meleeweapon\n_chui_501.spr	14			-1	1	1			2	0	equip	25	25	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																													1	2																			
Bát Lăng Chùy	Bát Lăng Chùy	16	1	1	6	2	\image\item\equip\meleeweapon\n_chui_502_s.spr	\image\item\equip\meleeweapon\n_chui_502.spr	14			-1	1	1			2	0	equip	25	25	weapondamagemin_v	25	25	-1	-1	0	0	weapondamagemax_v	30	30	-1	-1	0	0	weaponmagicmin_v	25	25	-1	-1	0	0	weaponmagicmax_v	30	30	-1	-1	0	0																																											5	20											4	staminareplenish_v	50	50																																													1	2																			
Ngũ Tinh Chùy	Ngũ Tinh Chùy	16	1	1	6	3	\image\item\equip\meleeweapon\n_chui_503_s.spr	\image\item\equip\meleeweapon\n_chui_503.spr	14			-1	1	1			2	0	equip	26	26	weapondamagemin_v	45	45	-1	-1	0	0	weapondamagemax_v	50	50	-1	-1	0	0	weaponmagicmin_v	45	45	-1	-1	0	0	weaponmagicmax_v	50	50	-1	-1	0	0																																											5	30											4	staminareplenish_v	50	50																																													1	2																			
Lượng Ngân Chùy	Lượng Ngân Chùy	16	1	1	6	4	\image\item\equip\meleeweapon\n_chui_504_s.spr	\image\item\equip\meleeweapon\n_chui_504.spr	14			-1	1	1			2	0	equip	26	26	weapondamagemin_v	65	65	-1	-1	0	0	weapondamagemax_v	70	70	-1	-1	0	0	weaponmagicmin_v	65	65	-1	-1	0	0	weaponmagicmax_v	70	70	-1	-1	0	0																																											5	40											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					1	2																			
Tích Lịch Chùy	Tích Lịch Chùy	16	1	1	6	5	\image\item\equip\meleeweapon\n_chui_505_s.spr	\image\item\equip\meleeweapon\n_chui_505.spr	14			-1	1	1			2	0	equip	27	27	weapondamagemin_v	85	85	-1	-1	0	0	weapondamagemax_v	90	90	-1	-1	0	0	weaponmagicmin_v	85	85	-1	-1	0	0	weaponmagicmax_v	90	90	-1	-1	0	0																																											5	50											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					1	2																			
Lang Nha Chùy	Lang Nha Chùy	16	1	1	6	6	\image\item\equip\meleeweapon\n_chui_506_s.spr	\image\item\equip\meleeweapon\n_chui_506.spr	14			-1	1	1			2	0	equip	27	27	weapondamagemin_v	100	100	-1	-1	0	0	weapondamagemax_v	110	110	-1	-1	0	0	weaponmagicmin_v	100	100	-1	-1	0	0	weaponmagicmax_v	110	110	-1	-1	0	0																																											5	60											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50																																					1	2																			
Liệt Tâm Chùy	Liệt Tâm Chùy	16	1	1	6	7	\image\item\equip\meleeweapon\n_chui_507_s.spr	\image\item\equip\meleeweapon\n_chui_507.spr	14			-1	1	1			2	0	equip	28	28	weapondamagemin_v	120	120	-1	-1	0	0	weapondamagemax_v	130	130	-1	-1	0	0	weaponmagicmin_v	120	120	-1	-1	0	0	weaponmagicmax_v	130	130	-1	-1	0	0																																											5	70											4	staminareplenish_v	50	50					8	deadlystrikeenhance_r	50	50					10	weaponbasedamagetrim	300	300					12	deadlystrikedamageenhance_p	50	50																					1	2																			
Kim Qua Chùy	Kim Qua Chùy	16	1	1	6	8	\image\item\equip\meleeweapon\n_chui_508_s.spr	\image\item\equip\meleeweapon\n_chui_508.spr	14			-1	1	1			2	0	equip	28	28	weapondamagemin_v	140	140	-1	-1	0	0	weapondamagemax_v	150	150	-1	-1	0	0	weaponmagicmin_v	140	140	-1	-1	0	0	weaponmagicmax_v	150	150	-1	-1	0	0																																											5	80											4	staminareplenish_v	55	55					8	deadlystrikeenhance_r	55	55					10	weaponbasedamagetrim	310	310					12	deadlystrikedamageenhance_p	55	55																					1	2																			
Nghiệt Long Chùy	Nghiệt Long Chùy	16	1	1	6	9	\image\item\equip\meleeweapon\n_chui_509_s.spr	\image\item\equip\meleeweapon\n_chui_509.spr	14			-1	1	1			2	0	equip	29	29	weapondamagemin_v	160	160	-1	-1	0	0	weapondamagemax_v	170	170	-1	-1	0	0	weaponmagicmin_v	160	160	-1	-1	0	0	weaponmagicmax_v	170	170	-1	-1	0	0																																											5	90											4	staminareplenish_v	60	60					8	deadlystrikeenhance_r	60	60					10	weaponbasedamagetrim	320	320					12	deadlystrikedamageenhance_p	60	60					14	skilldamageptrim	15	15													1	2																			
Phá Thiên Chùy	Phá Thiên Chùy	16	1	1	6	10	\image\item\equip\meleeweapon\n_chui_510_s.spr	\image\item\equip\meleeweapon\n_chui_510.spr	14			-1	1	1			2	0	equip	29	29	weapondamagemin_v	190	190	-1	-1	0	0	weapondamagemax_v	200	200	-1	-1	0	0	weaponmagicmin_v	190	190	-1	-1	0	0	weaponmagicmax_v	200	200	-1	-1	0	0																																											5	100											4	staminareplenish_v	65	65					8	deadlystrikeenhance_r	65	65					10	weaponbasedamagetrim	350	350					12	deadlystrikedamageenhance_p	65	65					14	skilldamageptrim	20	20					16	allskill_v	1	1	1	1			1	2																			
Nhuyễn Đồng Kiếm	Nhuyễn Đồng Kiếm	12	1	1	7	1	\image\item\equip\meleeweapon\n_jian_101_s.spr	\image\item\equip\meleeweapon\n_jian_101.spr	9			3	0	1			2	0	equip	0	0	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
1		12	1	1	100	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	0		3	0	1			1	0	equip	1	1	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
2		12	1	1	101	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	1		3	0	1			1	0	equip	2	2	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
3		12	1	1	102	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	2		3	0	1			1	0	equip	3	3	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
4		12	1	1	103	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	3		3	0	1			1	0	equip	4	4	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
5		12	1	1	104	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	4		3	0	1			1	0	equip	5	5	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
6		12	1	1	105	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	5		3	0	1			1	0	equip	6	6	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
7		12	1	1	106	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	6		3	0	1			1	0	equip	7	7	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
8		12	1	1	107	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	7		3	0	1			1	0	equip	8	8	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
9		12	1	1	108	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	8		3	0	1			1	0	equip	9	9	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
10		12	1	1	109	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	9		3	0	1			1	0	equip	10	10	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
11		12	1	1	110	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	10		3	0	1			1	0	equip	11	11	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
12		12	1	1	111	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	11		3	0	1			1	0	equip	12	12	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
13		12	1	1	112	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	12		3	0	1			1	0	equip	13	13	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
14		12	1	1	113	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	13		3	0	1			1	0	equip	14	14	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
15		12	1	1	114	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	14		3	0	1			1	0	equip	15	15	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
16		12	1	1	115	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	15		3	0	1			1	0	equip	16	16	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
17		12	1	1	116	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	16		3	0	1			1	0	equip	17	17	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
18		12	1	1	117	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	17		3	0	1			1	0	equip	18	18	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
19		12	1	1	118	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	18		3	0	1			1	0	equip	19	19	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
20		12	1	1	119	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	19		3	0	1			1	0	equip	20	20	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
21		12	1	1	120	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	20		3	0	1			1	0	equip	21	21	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
22		12	1	1	121	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	21		3	0	1			1	0	equip	22	22	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
23		12	1	1	122	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	22		3	0	1			1	0	equip	23	23	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
24		12	1	1	123	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	23		3	0	1			1	0	equip	24	24	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
25		12	1	1	124	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	24		3	0	1			1	0	equip	25	25	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
26		12	1	1	125	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	25		3	0	1			1	0	equip	26	26	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
27		12	1	1	126	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	26		3	0	1			1	0	equip	27	27	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
28		12	1	1	127	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	27		3	0	1			1	0	equip	28	28	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
29		12	1	1	128	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	28		3	0	1			1	0	equip	29	29	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
