Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	ZhenId	UnLockInterval	FightPower																			
[Pháp Bảo Trấn Phái] Đường Môn + 9	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	189	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		580000000			1	1	mask			allskill_v	9	9			1959	1959	allskill_v	9	9			1988	1988	damage_all_resist	90	90					lifemax_v	3900	3900												defencedeadlystrikedamagetrim	9	9																			fastwalkrun_p	13	13	-1	-1	0	0	allseriesstateresisttime	140	140							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 10	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	190	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		590000000			1	1	mask			allskill_v	10	10			1959	1959	allskill_v	10	10			1988	1988	damage_all_resist	95	95					lifemax_v	4000	4000												defencedeadlystrikedamagetrim	10	10																			fastwalkrun_p	14	14	-1	-1	0	0	allseriesstateresisttime	145	145							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 11	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	191	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		600000000			1	1	mask			allskill_v	11	11			1959	1959	allskill_v	11	11			1988	1988	damage_all_resist	100	100					lifemax_v	4100	4100												defencedeadlystrikedamagetrim	11	11																			fastwalkrun_p	15	15	-1	-1	0	0	allseriesstateresisttime	150	150							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 12	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	192	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		610000000			1	1	mask			allskill_v	12	12			1959	1959	allskill_v	12	12			1988	1988	damage_all_resist	105	105					lifemax_v	4200	4200												defencedeadlystrikedamagetrim	12	12																			fastwalkrun_p	16	16	-1	-1	0	0	allseriesstateresisttime	155	155							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 13	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	193	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		620000000			1	1	mask			allskill_v	13	13			1959	1959	allskill_v	13	13			1988	1988	damage_all_resist	110	110					lifemax_v	4300	4300												defencedeadlystrikedamagetrim	13	13																			fastwalkrun_p	17	17	-1	-1	0	0	allseriesstateresisttime	160	160							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 14	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	194	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		630000000			1	1	mask			allskill_v	14	14			1959	1959	allskill_v	14	14			1988	1988	damage_all_resist	115	115					lifemax_v	4400	4400												defencedeadlystrikedamagetrim	14	14																			fastwalkrun_p	18	18	-1	-1	0	0	allseriesstateresisttime	165	165							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 15	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	195	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		640000000			1	1	mask			allskill_v	15	15			1959	1959	allskill_v	15	15			1988	1988	damage_all_resist	120	120					lifemax_v	4500	4500												defencedeadlystrikedamagetrim	15	15																			fastwalkrun_p	19	19	-1	-1	0	0	allseriesstateresisttime	170	170							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 16	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	196	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		650000000			1	1	mask			allskill_v	16	16			1959	1959	allskill_v	16	16			1988	1988	damage_all_resist	125	125					lifemax_v	4600	4600												defencedeadlystrikedamagetrim	16	16																			fastwalkrun_p	20	20	-1	-1	0	0	allseriesstateresisttime	175	175							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 17	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	197	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		660000000			1	1	mask			allskill_v	17	17			1959	1959	allskill_v	17	17			1988	1988	damage_all_resist	130	130					lifemax_v	4700	4700												defencedeadlystrikedamagetrim	17	17																			fastwalkrun_p	21	21	-1	-1	0	0	allseriesstateresisttime	180	180							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 18	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	198	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		670000000			1	1	mask			allskill_v	18	18			1959	1959	allskill_v	18	18			1988	1988	damage_all_resist	135	135					lifemax_v	4800	4800												defencedeadlystrikedamagetrim	18	18																			fastwalkrun_p	22	22	-1	-1	0	0	allseriesstateresisttime	185	185							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 19	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	199	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		680000000			1	1	mask			allskill_v	19	19			1959	1959	allskill_v	19	19			1988	1988	damage_all_resist	140	140					lifemax_v	4900	4900												defencedeadlystrikedamagetrim	19	19																			fastwalkrun_p	23	23	-1	-1	0	0	allseriesstateresisttime	190	190							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 20	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	200	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		690000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	145	145					lifemax_v	5000	5000												defencedeadlystrikedamagetrim	20	20																			fastwalkrun_p	24	24	-1	-1	0	0	allseriesstateresisttime	195	195							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 21	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	201	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		700000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	150	150					lifemax_v	5100	5100												defencedeadlystrikedamagetrim	21	21																			fastwalkrun_p	25	25	-1	-1	0	0	allseriesstateresisttime	200	200							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 22	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	202	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		710000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	155	155					lifemax_v	5200	5200												defencedeadlystrikedamagetrim	22	22																			fastwalkrun_p	26	26	-1	-1	0	0	allseriesstateresisttime	205	205							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 23	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	203	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		720000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	160	160					lifemax_v	5300	5300												defencedeadlystrikedamagetrim	23	23																			fastwalkrun_p	27	27	-1	-1	0	0	allseriesstateresisttime	210	210							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 24	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	204	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		730000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	165	165					lifemax_v	5400	5400												defencedeadlystrikedamagetrim	24	24																			fastwalkrun_p	28	28	-1	-1	0	0	allseriesstateresisttime	215	215							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 25	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	205	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		740000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	170	170					lifemax_v	5500	5500												defencedeadlystrikedamagetrim	25	25																			fastwalkrun_p	29	29	-1	-1	0	0	allseriesstateresisttime	220	220							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 26	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	206	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		750000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	175	175					lifemax_v	5600	5600												defencedeadlystrikedamagetrim	26	26																			fastwalkrun_p	30	30	-1	-1	0	0	allseriesstateresisttime	225	225							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 27	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	207	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		760000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	180	180					lifemax_v	5700	5700												defencedeadlystrikedamagetrim	27	27																			fastwalkrun_p	31	31	-1	-1	0	0	allseriesstateresisttime	230	230							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 28	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	208	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		770000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	185	185					lifemax_v	5800	5800												defencedeadlystrikedamagetrim	28	28																			fastwalkrun_p	32	32	-1	-1	0	0	allseriesstateresisttime	235	235							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 29	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	209	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		780000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	190	190					lifemax_v	5900	5900												defencedeadlystrikedamagetrim	29	29																			fastwalkrun_p	33	33	-1	-1	0	0	allseriesstateresisttime	240	240							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 30	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	210	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		790000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	195	195					lifemax_v	6000	6000												defencedeadlystrikedamagetrim	30	30																			fastwalkrun_p	34	34	-1	-1	0	0	allseriesstateresisttime	245	245							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 31	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	211	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		800000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	200	200					lifemax_v	6100	6100												defencedeadlystrikedamagetrim	31	31																			fastwalkrun_p	35	35	-1	-1	0	0	allseriesstateresisttime	250	250							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 32	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	212	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		810000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	205	205					lifemax_v	6200	6200												defencedeadlystrikedamagetrim	32	32																			fastwalkrun_p	36	36	-1	-1	0	0	allseriesstateresisttime	255	255							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 33	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	213	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		820000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	210	210					lifemax_v	6300	6300												defencedeadlystrikedamagetrim	33	33																			fastwalkrun_p	37	37	-1	-1	0	0	allseriesstateresisttime	260	260							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 34	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	214	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		830000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	215	215					lifemax_v	6400	6400												defencedeadlystrikedamagetrim	34	34																			fastwalkrun_p	38	38	-1	-1	0	0	allseriesstateresisttime	265	265							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 35	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	215	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		840000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	220	220					lifemax_v	6500	6500												defencedeadlystrikedamagetrim	35	35																			fastwalkrun_p	39	39	-1	-1	0	0	allseriesstateresisttime	270	270							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 36	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	216	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		850000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	225	225					lifemax_v	6600	6600												defencedeadlystrikedamagetrim	36	36																			fastwalkrun_p	40	40	-1	-1	0	0	allseriesstateresisttime	275	275							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 37	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	217	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		860000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	230	230					lifemax_v	6700	6700												defencedeadlystrikedamagetrim	37	37																			fastwalkrun_p	41	41	-1	-1	0	0	allseriesstateresisttime	280	280							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 38	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	218	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		870000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	235	235					lifemax_v	6800	6800												defencedeadlystrikedamagetrim	38	38																			fastwalkrun_p	42	42	-1	-1	0	0	allseriesstateresisttime	285	285							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 39	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	219	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		880000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	240	240					lifemax_v	6900	6900												defencedeadlystrikedamagetrim	39	39																			fastwalkrun_p	43	43	-1	-1	0	0	allseriesstateresisttime	290	290							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Đường Môn + 40	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	220	7	\image\ThienTruongKiem\phapbao\thaihugiap.spr	\image\ThienTruongKiem\phapbao\thaihugiap.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		890000000			1	1	mask			allskill_v	20	20			1959	1959	allskill_v	20	20			1988	1988	damage_all_resist	245	245					lifemax_v	7000	7000												defencedeadlystrikedamagetrim	40	40																			fastwalkrun_p	44	44	-1	-1	0	0	allseriesstateresisttime	295	295							5	100	6	3																																																																												
[Pháp Bảo Trấn Phái] Ngũ Độc + 1	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	221	7	\image\ThienTruongKiem\phapbao\honnguyendau.spr	\image\ThienTruongKiem\phapbao\honnguyendau.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		500000000			1	1	mask			allskill_v	1	1			1984	1984	allskill_v	1	1			1986	1986	damage_all_resist	50	50					lifemax_v	3000	3000												defencedeadlystrikedamagetrim	1	1																			fastwalkrun_p	5	5	-1	-1	0	0	allseriesstateresisttime	100	100							5	100	6	4																																																																												
[Pháp Bảo Trấn Phái] Ngũ Độc + 2	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	222	7	\image\ThienTruongKiem\phapbao\honnguyendau.spr	\image\ThienTruongKiem\phapbao\honnguyendau.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		510000000			1	1	mask			allskill_v	2	2			1984	1984	allskill_v	2	2			1986	1986	damage_all_resist	55	55					lifemax_v	3200	3200												defencedeadlystrikedamagetrim	2	2																			fastwalkrun_p	6	6	-1	-1	0	0	allseriesstateresisttime	105	105							5	100	6	4																																																																												
[Pháp Bảo Trấn Phái] Ngũ Độc + 3	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	223	7	\image\ThienTruongKiem\phapbao\honnguyendau.spr	\image\ThienTruongKiem\phapbao\honnguyendau.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		520000000			1	1	mask			allskill_v	3	3			1984	1984	allskill_v	3	3			1986	1986	damage_all_resist	60	60					lifemax_v	3300	3300												defencedeadlystrikedamagetrim	3	3																			fastwalkrun_p	7	7	-1	-1	0	0	allseriesstateresisttime	110	110							5	100	6	4																																																																												
[Pháp Bảo Trấn Phái] Ngũ Độc + 4	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	224	7	\image\ThienTruongKiem\phapbao\honnguyendau.spr	\image\ThienTruongKiem\phapbao\honnguyendau.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		530000000			1	1	mask			allskill_v	4	4			1984	1984	allskill_v	4	4			1986	1986	damage_all_resist	65	65					lifemax_v	3400	3400												defencedeadlystrikedamagetrim	4	4																			fastwalkrun_p	8	8	-1	-1	0	0	allseriesstateresisttime	115	115							5	100	6	4																																																																												
[Pháp Bảo Trấn Phái] Ngũ Độc + 5	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	225	7	\image\ThienTruongKiem\phapbao\honnguyendau.spr	\image\ThienTruongKiem\phapbao\honnguyendau.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		540000000			1	1	mask			allskill_v	5	5			1984	1984	allskill_v	5	5			1986	1986	damage_all_resist	70	70					lifemax_v	3500	3500												defencedeadlystrikedamagetrim	5	5																			fastwalkrun_p	9	9	-1	-1	0	0	allseriesstateresisttime	120	120							5	100	6	4																																																																												
[Pháp Bảo Trấn Phái] Ngũ Độc + 6	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	226	7	\image\ThienTruongKiem\phapbao\honnguyendau.spr	\image\ThienTruongKiem\phapbao\honnguyendau.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		550000000			1	1	mask			allskill_v	6	6			1984	1984	allskill_v	6	6			1986	1986	damage_all_resist	75	75					lifemax_v	3600	3600												defencedeadlystrikedamagetrim	6	6																			fastwalkrun_p	10	10	-1	-1	0	0	allseriesstateresisttime	125	125							5	100	6	4																																																																												
[Pháp Bảo Trấn Phái] Ngũ Độc + 7	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	227	7	\image\ThienTruongKiem\phapbao\honnguyendau.spr	\image\ThienTruongKiem\phapbao\honnguyendau.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		560000000			1	1	mask			allskill_v	7	7			1984	1984	allskill_v	7	7			1986	1986	damage_all_resist	80	80					lifemax_v	3700	3700												defencedeadlystrikedamagetrim	7	7																			fastwalkrun_p	11	11	-1	-1	0	0	allseriesstateresisttime	130	130							5	100	6	4																																																																												
[Pháp Bảo Trấn Phái] Ngũ Độc + 8	Bí Kíp Pháp Bảo Trấn Phái Cấp 200	1	1	15	228	7	\image\ThienTruongKiem\phapbao\honnguyendau.spr	\image\ThienTruongKiem\phapbao\honnguyendau.spr	32	Pháp Bảo Môn Phái, nhận Kỹ Năng Trấn Phái Tương Ứng		0		570000000			1	1	mask			allskill_v	8	8			1984	1984	allskill_v	8	8			1986	1986	damage_all_resist	85	85					lifemax_v	3800	3800												defencedeadlystrikedamagetrim	8	8																			fastwalkrun_p	12	12	-1	-1	0	0	allseriesstateresisttime	135	135							5	100	6	4																																																																												
