ClassParamID	Desc	Probability	Name	BindMoney	Money	Coin	Genre	DetailType	ParticularType	Level	Series	EnhTimes	Amount	Exp	BaseExp	MKP	GTP	Bind	TimeLimit	Announce	FriendMsg
155	Rương Vô Cực-Sơ Thành	3	Băng Thanh				4	4	3005	10	5	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Băng Thanh				4	11	3005	10	4	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Băng Thanh				4	6	3005	10	2	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Xích Vũ				4	9	3007	10	4	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Xích Vũ				4	3	3007	10	2	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Xích Vũ				4	8	3007	10	3	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Xích Vũ				4	10	3007	10	1	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Xích Vũ				4	7	3007	10	5	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Xích Vũ				4	5	3007	10	2	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Xích Vũ				4	4	3007	10	3	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Xích Vũ				4	11	3007	10	1	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Xích Vũ				4	6	3007	10	5	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Hồi Phong Phất Liễu				4	9	3009	10	5	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Hồi Phong Phất Liễu				4	3	3009	10	4	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Hồi Phong Phất Liễu				4	8	3009	10	2	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Hồi Phong Phất Liễu				4	10	3009	10	3	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Hồi Phong Phất Liễu				4	7	3009	10	1	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Hồi Phong Phất Liễu				4	5	3009	10	4	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Hồi Phong Phất Liễu				4	4	3009	10	2	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Hồi Phong Phất Liễu				4	11	3009	10	3	16						1		1	1
155	Rương Vô Cực-Sơ Thành	3	Hồi Phong Phất Liễu				4	6	3009	10	1	16						1		1	1
156	Túi Lệnh Bài Sát Thần	500	Điểm Kinh Nghiệm											2							
156	Túi Lệnh Bài Sát Thần	300	Lệnh Bài Sát Thần PK				18	1	3001	1	0		1					1			
156	Túi Lệnh Bài Sát Thần	100	Lệnh Bài Sát Thần PK				18	1	3001	1	0		2					1			
156	Túi Lệnh Bài Sát Thần	70	Lệnh Bài Sát Thần PK				18	1	3001	1	0		3					1			
156	Túi Lệnh Bài Sát Thần	20	Lệnh Bài Sát Thần PK				18	1	3001	1	0		4					1			
156	Túi Lệnh Bài Sát Thần	10	Lệnh Bài Sát Thần PK				18	1	3001	1	0		5					1			
157	Trà Thanh Sâm	104	Điểm Kinh Nghiệm - 50.000											50000				1			
157	Trà Thanh Sâm	90	Bí Ẩn Sát Thần				18	1	3006	1			1					1			
157	Trà Thanh Sâm	80	Bí Ẩn Sát Thần				18	1	3006	1			2					1			
157	Trà Thanh Sâm	50	Bí Ẩn Sát Thần				18	1	3006	1			3					1		1	1
157	Trà Thanh Sâm	90	Chiến Tích Phù Văn				18	1	3006	2			1					1			
157	Trà Thanh Sâm	80	Chiến Tích Phù Văn				18	1	3006	2			2					1			
157	Trà Thanh Sâm	50	Chiến Tích Phù Văn				18	1	3006	2			3					1		1	1
157	Trà Thanh Sâm	90	Thần Binh Phổ				18	1	3006	4			1					1			
157	Trà Thanh Sâm	80	Thần Binh Phổ				18	1	3006	4			2					1			
157	Trà Thanh Sâm	50	Thần Binh Phổ				18	1	3006	4			3					1		1	1
157	Trà Thanh Sâm	90	Lệnh Bài Sát Thần PK				18	1	3001	1			1					1		1	1
157	Trà Thanh Sâm	70	Lệnh Bài Sát Thần PK				18	1	3001	1			2					1		1	1
157	Trà Thanh Sâm	25	Lục bảo				18	1	3010	1			1					1		1	1
157	Trà Thanh Sâm	20	Lục bảo				18	1	3010	1			2					1		1	1
157	Trà Thanh Sâm	20	Tuyệt Kỹ Trấn Phái Cấp 2-Vĩnh Viễn				18	1	3009	1			1					1		1	1
157	Trà Thanh Sâm	5	Tuyệt Kỹ Trấn Phái Cấp 3-Vĩnh Viễn				18	1	3019	1			1					1		1	1
157	Trà Thanh Sâm	4	Tuyệt Kỹ Trấn Phái Cấp 4-Vĩnh Viễn				18	1	3020	1			1					1		1	1
157	Trà Thanh Sâm	2	Tuyệt Kỹ Trấn Phái Cấp 5-Vĩnh Viễn				18	1	3021	1			1					1		1	1
158	Lễ Bao Mùa Hè 2024	155	Bí Ẩn Sát Thần				18	1	3006	1								1			
158	Lễ Bao Mùa Hè 2024	114	Chiến Tích Phù Văn				18	1	3006	2								1			
158	Lễ Bao Mùa Hè 2024	64	Lệnh Bài Sát Thần PK				18	1	3001	1								1		1	1
158	Lễ Bao Mùa Hè 2024	64	Túi Danh Vọng Sát Thần 25 Điểm				18	1	3041	1								1		1	1
158	Lễ Bao Mùa Hè 2024	59	Túi Danh Vọng Sát Thần 50 Điểm				18	1	3041	2								1		1	1
158	Lễ Bao Mùa Hè 2024	69	Bí Kiếp Môn Phái Ngẫu Nhiên Lv4				18	1	3038	4								1		1	1
158	Lễ Bao Mùa Hè 2024	69	Bí Kiếp Môn Phái Ngẫu Nhiên Lv6				18	1	3038	6								1		1	1
158	Lễ Bao Mùa Hè 2024	69	Bí Kiếp Môn Phái Ngẫu Nhiên Lv8				18	1	3038	8								1		1	1
158	Lễ Bao Mùa Hè 2024	69	Bí Kiếp Môn Phái Ngẫu Nhiên Lv10				18	1	3038	10								1		1	1
158	Lễ Bao Mùa Hè 2024	59	Bí Kiếp Môn Phái Ngẫu Nhiên Lv12				18	1	3038	12								1		1	1
158	Lễ Bao Mùa Hè 2024	54	Bí Kiếp Môn Phái Ngẫu Nhiên Lv14				18	1	3038	14								1		1	1
158	Lễ Bao Mùa Hè 2024	44	Bí Kiếp Môn Phái Ngẫu Nhiên Lv16				18	1	3038	16								1		1	1
158	Lễ Bao Mùa Hè 2024	29	Thanh Uyển - Đồng hành 7 Kỹ năng				18	1	3036	1								1		1	1
158	Lễ Bao Mùa Hè 2024	24	Tử Sắc Kiếm - Đồng hành 8 Kỹ năng				18	1	3036	2								1		1	1
158	Lễ Bao Mùa Hè 2024	6	Bí Kiếp Môn Phái Ngẫu Nhiên Lv18				18	1	3038	18								1		1	1
158	Lễ Bao Mùa Hè 2024	5	Bí Kiếp Môn Phái Ngẫu Nhiên Lv19				18	1	3038	19								1		1	1
158	Lễ Bao Mùa Hè 2024	4	Bí Kiếp Môn Phái Ngẫu Nhiên Lv20				18	1	3038	20								1		1	1
158	Lễ Bao Mùa Hè 2024	4	Thanh Sắc Kiếm - Đồng hành 9 Kỹ năng				18	1	3036	3								1		1	1
158	Lễ Bao Mùa Hè 2024	4	Tiểu Sư Muội - Đồng hành 10 Kỹ năng				18	1	3036	4								1		1	1
158	Lễ Bao Mùa Hè 2024	5	Giáp Cơ Bào-T.Bị Đồng Hành Cấp 10				5	20	7	5								1		1	1
158	Lễ Bao Mùa Hè 2024	5	Hỏa Diễm Phù-T.Bị Đồng Hành Cấp 10				5	23	7	5								1		1	1
158	Lễ Bao Mùa Hè 2024	4	Giáng Tà Uyển-T.Bị Đồng Hành Cấp 10				5	22	7	5								1		1	1
158	Lễ Bao Mùa Hè 2024	4	Bạch Kim Giới-T.Bị Đồng Hành Cấp 10				5	21	7	5								1		1	1
158	Lễ Bao Mùa Hè 2024	3	Hắc Kim Đao-T.Bị Đồng Hành Cấp 10				5	19	7	5								1		1	1
158	Lễ Bao Mùa Hè 2024	3	Hiệp Khách Y-T.Bị Đồng Hành Cấp 11				5	20	8	5								1		1	1
158	Lễ Bao Mùa Hè 2024	3	Bạch Kim Phù-T.Bị Đồng Hành Cấp 11				5	23	8	5								1		1	1
158	Lễ Bao Mùa Hè 2024	3	Hiệp Khách Uyển-T.Bị Đồng Hành Cấp 11				5	22	8	5								1		1	1
158	Lễ Bao Mùa Hè 2024	2	Hỏa Long Giới-T.Bị Đồng Hành Cấp 11				5	21	8	5								1		1	1
158	Lễ Bao Mùa Hè 2024	2	Hiên Viên Kiếm-T.Bị Đồng Hành Cấp 11				5	19	8	5								1		1	1
158	Lễ Bao Mùa Hè 2024	1	Quà 1.000.000 VNĐ Tùy chọn				18	1	3037	1								1		1	1
159	Trà Hồng Sâm	240	Điểm Kinh Nghiệm - 100.000											100000							
159	Trà Hồng Sâm	79	Rương Tinh Thạch				18	1	3000	1			1					1			
159	Trà Hồng Sâm	63	Rương Tinh Thạch				18	1	3000	1			2					1			
159	Trà Hồng Sâm	57	Rương Tinh Thạch				18	1	3000	1			1					1			
159	Trà Hồng Sâm	44	Rương Tinh Thạch				18	1	3000	1			2					1			
159	Trà Hồng Sâm	34	Rương Tinh Thạch				18	1	3000	1			1					1			
159	Trà Hồng Sâm	155	Bí Ẩn Sát Thần				18	1	3006	1			1					1			
159	Trà Hồng Sâm	131	Bí Ẩn Sát Thần				18	1	3006	1			2					1			
159	Trà Hồng Sâm	125	Bí Ẩn Sát Thần				18	1	3006	1			3					1			
159	Trà Hồng Sâm	111	Bí Ẩn Sát Thần				18	1	3006	1			4					1			
159	Trà Hồng Sâm	100	Bí Ẩn Sát Thần				18	1	3006	1			5					1			
159	Trà Hồng Sâm	100	Chiến Tích Phù Văn				18	1	3006	2			1					1			
159	Trà Hồng Sâm	85	Chiến Tích Phù Văn				18	1	3006	2			2					1			
159	Trà Hồng Sâm	79	Chiến Tích Phù Văn				18	1	3006	2			3					1			
159	Trà Hồng Sâm	65	Chiến Tích Phù Văn				18	1	3006	2			4					1			
159	Trà Hồng Sâm	54	Chiến Tích Phù Văn				18	1	3006	2			5					1			
159	Trà Hồng Sâm	102	Lệnh Bài Sát Thần PK				18	1	3001	1			1					1			
159	Trà Hồng Sâm	73	Lệnh Bài Sát Thần PK				18	1	3001	1			1					1			
159	Trà Hồng Sâm	57	Lệnh Bài Sát Thần PK				18	1	3001	1			2					1			
159	Trà Hồng Sâm	47	Lệnh Bài Sát Thần PK				18	1	3001	1			3					1			
159	Trà Hồng Sâm	33	Lệnh Bài Sát Thần PK				18	1	3001	1			3					1			
159	Trà Hồng Sâm	40	Lễ Bao Mùa Hè 2024				18	1	3402	1			1					1		1	1
159	Trà Hồng Sâm	25	Tuyệt Kỹ Trấn Phái Cấp 2-Vĩnh Viễn				18	1	3009	1			1					1		1	1
159	Trà Hồng Sâm	25	Tuyệt Kỹ Trấn Phái Cấp 3-Vĩnh Viễn				18	1	3019	1			1					1		1	1
159	Trà Hồng Sâm	20	Tuyệt Kỹ Trấn Phái Cấp 4-Vĩnh Viễn				18	1	3020	1			1					1		1	1
159	Trà Hồng Sâm	15	Tuyệt Kỹ Trấn Phái Cấp 5-Vĩnh Viễn				18	1	3021	1			1					1		1	1
159	Trà Hồng Sâm	12	Tuyệt Kỹ Trấn Phái Cấp 6-Vĩnh Viễn				18	1	3027	1			1					1		1	1
159	Trà Hồng Sâm	10	Tuyệt Kỹ Trấn Phái Cấp 7-Vĩnh Viễn				18	1	3027	2			1					1		1	1
159	Trà Hồng Sâm	10	Tuyệt Kỹ Trấn Phái Cấp 8-Vĩnh Viễn				18	1	3027	3			1					1		1	1
159	Trà Hồng Sâm	5	Tuyệt Kỹ Trấn Phái Cấp 9-Vĩnh Viễn				18	1	3027	4			1					1		1	1
159	Trà Hồng Sâm	4	Tuyệt Kỹ Trấn Phái Cấp 10-Vĩnh Viễn				18	1	3027	5			1					1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	8	Tuyệt Thế Trấn Phái Thiếu Lâm Tầng 21				1	15	1250	7	1		1		1250			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	9	Tuyệt Thế Trấn Phái Thiên Vương Tầng 21				1	15	1260	7	1		1		1260			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	8	Tuyệt Thế Trấn Phái Đường Môn Tầng 21				1	15	1270	7	2		1		1270			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	9	Tuyệt Thế Trấn Phái Ngũ Độc Tầng 21				1	15	1280	7	2		1		1280			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	8	Tuyệt Thế Trấn Phái Minh Giáo Tầng 21				1	15	1290	7	2		1		1290			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	9	Tuyệt Thế Trấn Phái Nga My Tầng 21				1	15	1300	7	3		1		1300			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	8	Tuyệt Thế Trấn Phái Thúy Yên Tầng 21				1	15	1310	7	3		1		1310			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	8	Tuyệt Thế Trấn Phái Đoàn Thị Tầng 21				1	15	1320	7	3		1		1320			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	9	Tuyệt Thế Trấn Phái Cái Bang Tầng 21				1	15	1330	7	4		1		1330			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	8	Tuyệt Thế Trấn Phái Thiên Nhẫn Tầng 21				1	15	1340	7	4		1		1340			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	8	Tuyệt Thế Trấn Phái Võ Đang Tầng 21				1	15	1350	7	5		1		1350			1		1	1
160	Bí Kiếp Môn Phái Ngẫu Nhiên Lv21	8	Tuyệt Thế Trấn Phái Côn Lôn Tầng 21				1	15	1360	7	5		1		1360			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	8	Tuyệt Thế Trấn Phái Thiếu Lâm Tầng 22				1	15	1251	7	1		1		1250			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	9	Tuyệt Thế Trấn Phái Thiên Vương Tầng 22				1	15	1261	7	1		1		1260			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	8	Tuyệt Thế Trấn Phái Đường Môn Tầng 22				1	15	1271	7	2		1		1270			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	9	Tuyệt Thế Trấn Phái Ngũ Độc Tầng 22				1	15	1281	7	2		1		1280			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	8	Tuyệt Thế Trấn Phái Minh Giáo Tầng 22				1	15	1291	7	2		1		1290			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	9	Tuyệt Thế Trấn Phái Nga My Tầng 22				1	15	1301	7	3		1		1300			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	8	Tuyệt Thế Trấn Phái Thúy Yên Tầng 22				1	15	1311	7	3		1		1310			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	8	Tuyệt Thế Trấn Phái Đoàn Thị Tầng 22				1	15	1321	7	3		1		1320			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	9	Tuyệt Thế Trấn Phái Cái Bang Tầng 22				1	15	1331	7	4		1		1330			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	8	Tuyệt Thế Trấn Phái Thiên Nhẫn Tầng 22				1	15	1341	7	4		1		1340			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	8	Tuyệt Thế Trấn Phái Võ Đang Tầng 22				1	15	1351	7	5		1		1350			1		1	1
161	Bí Kiếp Môn Phái Ngẫu Nhiên Lv22	8	Tuyệt Thế Trấn Phái Côn Lôn Tầng 22				1	15	1361	7	5		1		1360			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	8	Tuyệt Thế Trấn Phái Thiếu Lâm Tầng 23				1	15	1252	7	1		1		1250			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	9	Tuyệt Thế Trấn Phái Thiên Vương Tầng 23				1	15	1262	7	1		1		1260			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	8	Tuyệt Thế Trấn Phái Đường Môn Tầng 23				1	15	1272	7	2		1		1270			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	9	Tuyệt Thế Trấn Phái Ngũ Độc Tầng 23				1	15	1282	7	2		1		1280			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	8	Tuyệt Thế Trấn Phái Minh Giáo Tầng 23				1	15	1292	7	2		1		1290			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	9	Tuyệt Thế Trấn Phái Nga My Tầng 23				1	15	1302	7	3		1		1300			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	8	Tuyệt Thế Trấn Phái Thúy Yên Tầng 23				1	15	1312	7	3		1		1310			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	8	Tuyệt Thế Trấn Phái Đoàn Thị Tầng 23				1	15	1322	7	3		1		1320			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	9	Tuyệt Thế Trấn Phái Cái Bang Tầng 23				1	15	1332	7	4		1		1330			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	8	Tuyệt Thế Trấn Phái Thiên Nhẫn Tầng 23				1	15	1342	7	4		1		1340			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	8	Tuyệt Thế Trấn Phái Võ Đang Tầng 23				1	15	1352	7	5		1		1350			1		1	1
162	Bí Kiếp Môn Phái Ngẫu Nhiên Lv23	8	Tuyệt Thế Trấn Phái Côn Lôn Tầng 23				1	15	1362	7	5		1		1360			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	8	Tuyệt Thế Trấn Phái Thiếu Lâm Tầng 24				1	15	1253	7	1		1		1250			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	9	Tuyệt Thế Trấn Phái Thiên Vương Tầng 24				1	15	1263	7	1		1		1260			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	8	Tuyệt Thế Trấn Phái Đường Môn Tầng 24				1	15	1273	7	2		1		1270			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	9	Tuyệt Thế Trấn Phái Ngũ Độc Tầng 24				1	15	1283	7	2		1		1280			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	8	Tuyệt Thế Trấn Phái Minh Giáo Tầng 24				1	15	1293	7	2		1		1290			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	9	Tuyệt Thế Trấn Phái Nga My Tầng 24				1	15	1303	7	3		1		1300			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	8	Tuyệt Thế Trấn Phái Thúy Yên Tầng 24				1	15	1313	7	3		1		1310			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	8	Tuyệt Thế Trấn Phái Đoàn Thị Tầng 24				1	15	1323	7	3		1		1320			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	9	Tuyệt Thế Trấn Phái Cái Bang Tầng 24				1	15	1333	7	4		1		1330			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	8	Tuyệt Thế Trấn Phái Thiên Nhẫn Tầng 24				1	15	1343	7	4		1		1340			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	8	Tuyệt Thế Trấn Phái Võ Đang Tầng 24				1	15	1353	7	5		1		1350			1		1	1
163	Bí Kiếp Môn Phái Ngẫu Nhiên Lv24	8	Tuyệt Thế Trấn Phái Côn Lôn Tầng 24				1	15	1363	7	5		1		1360			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	8	Tuyệt Thế Trấn Phái Thiếu Lâm Tầng 25				1	15	1254	7	1		1		1250			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	9	Tuyệt Thế Trấn Phái Thiên Vương Tầng 25				1	15	1264	7	1		1		1260			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	8	Tuyệt Thế Trấn Phái Đường Môn Tầng 25				1	15	1274	7	2		1		1270			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	9	Tuyệt Thế Trấn Phái Ngũ Độc Tầng 25				1	15	1284	7	2		1		1280			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	8	Tuyệt Thế Trấn Phái Minh Giáo Tầng 25				1	15	1294	7	2		1		1290			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	9	Tuyệt Thế Trấn Phái Nga My Tầng 25				1	15	1304	7	3		1		1300			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	8	Tuyệt Thế Trấn Phái Thúy Yên Tầng 25				1	15	1314	7	3		1		1310			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	8	Tuyệt Thế Trấn Phái Đoàn Thị Tầng 25				1	15	1324	7	3		1		1320			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	9	Tuyệt Thế Trấn Phái Cái Bang Tầng 25				1	15	1334	7	4		1		1330			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	8	Tuyệt Thế Trấn Phái Thiên Nhẫn Tầng 25				1	15	1344	7	4		1		1340			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	8	Tuyệt Thế Trấn Phái Võ Đang Tầng 25				1	15	1354	7	5		1		1350			1		1	1
164	Bí Kiếp Môn Phái Ngẫu Nhiên Lv25	8	Tuyệt Thế Trấn Phái Côn Lôn Tầng 25				1	15	1364	7	5		1		1360			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	8	Tuyệt Thế Trấn Phái Thiếu Lâm Tầng 26				1	15	1255	7	1		1		1250			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	9	Tuyệt Thế Trấn Phái Thiên Vương Tầng 26				1	15	1265	7	1		1		1260			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	8	Tuyệt Thế Trấn Phái Đường Môn Tầng 26				1	15	1275	7	2		1		1270			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	9	Tuyệt Thế Trấn Phái Ngũ Độc Tầng 26				1	15	1285	7	2		1		1280			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	8	Tuyệt Thế Trấn Phái Minh Giáo Tầng 26				1	15	1295	7	2		1		1290			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	9	Tuyệt Thế Trấn Phái Nga My Tầng 26				1	15	1305	7	3		1		1300			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	8	Tuyệt Thế Trấn Phái Thúy Yên Tầng 26				1	15	1315	7	3		1		1310			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	8	Tuyệt Thế Trấn Phái Đoàn Thị Tầng 26				1	15	1325	7	3		1		1320			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	9	Tuyệt Thế Trấn Phái Cái Bang Tầng 26				1	15	1335	7	4		1		1330			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	8	Tuyệt Thế Trấn Phái Thiên Nhẫn Tầng 26				1	15	1345	7	4		1		1340			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	8	Tuyệt Thế Trấn Phái Võ Đang Tầng 26				1	15	1355	7	5		1		1350			1		1	1
165	Bí Kiếp Môn Phái Ngẫu Nhiên Lv26	8	Tuyệt Thế Trấn Phái Côn Lôn Tầng 26				1	15	1365	7	5		1		1360			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	8	Tuyệt Thế Trấn Phái Thiếu Lâm Tầng 27				1	15	1256	7	1		1		1250			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	9	Tuyệt Thế Trấn Phái Thiên Vương Tầng 27				1	15	1266	7	1		1		1260			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	8	Tuyệt Thế Trấn Phái Đường Môn Tầng 27				1	15	1276	7	2		1		1270			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	9	Tuyệt Thế Trấn Phái Ngũ Độc Tầng 27				1	15	1286	7	2		1		1280			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	8	Tuyệt Thế Trấn Phái Minh Giáo Tầng 27				1	15	1296	7	2		1		1290			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	9	Tuyệt Thế Trấn Phái Nga My Tầng 27				1	15	1306	7	3		1		1300			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	8	Tuyệt Thế Trấn Phái Thúy Yên Tầng 27				1	15	1316	7	3		1		1310			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	8	Tuyệt Thế Trấn Phái Đoàn Thị Tầng 27				1	15	1326	7	3		1		1320			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	9	Tuyệt Thế Trấn Phái Cái Bang Tầng 27				1	15	1336	7	4		1		1330			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	8	Tuyệt Thế Trấn Phái Thiên Nhẫn Tầng 27				1	15	1346	7	4		1		1340			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	8	Tuyệt Thế Trấn Phái Võ Đang Tầng 27				1	15	1356	7	5		1		1350			1		1	1
166	Bí Kiếp Môn Phái Ngẫu Nhiên Lv27	8	Tuyệt Thế Trấn Phái Côn Lôn Tầng 27				1	15	1366	7	5		1		1360			1		1	1
167	Bí Kiếp Môn Phái Ngẫu Nhiên Lv28	8	Tuyệt Thế Trấn Phái Thiếu Lâm Tầng 28				1	15	1257	7	1		1		1250			1		1	1
167	Bí Kiếp Môn Phái Ngẫu Nhiên Lv28	9	Tuyệt Thế Trấn Phái Thiên Vương Tầng 28				1	15	1267	7	1		1		1260			1		1	1
167	Bí Kiếp Môn Phái Ngẫu Nhiên Lv28	8	Tuyệt Thế Trấn Phái Đường Môn Tầng 28				1	15	1277	7	2		1		1270			1		1	1
167	Bí Kiếp Môn Phái Ngẫu Nhiên Lv28	9	Tuyệt Thế Trấn Phái Ngũ Độc Tầng 28				1	15	1287	7	2		1		1280			1		1	1
167	Bí Kiếp Môn Phái Ngẫu Nhiên Lv28	8	Tuyệt Thế Trấn Phái Minh Giáo Tầng 28				1	15	1297	7	2		1		1290			1		1	1
167	Bí Kiếp Môn Phái Ngẫu Nhiên Lv28	9	Tuyệt Thế Trấn Phái Nga My Tầng 28				1	15	1307	7	3		1		1300			1		1	1
167	Bí Kiếp Môn Phái Ngẫu Nhiên Lv28	8	Tuyệt Thế Trấn Phái Thúy Yên Tầng 28				1	15	1317	7	3		1		1310			1		1	1
167	Bí Kiếp Môn Phái Ngẫu Nhiên Lv28	8	Tuyệt Thế Trấn Phái Đoàn Thị Tầng 28				1	15	1327	7	3		1		1320			1		1	1
167	Bí Kiếp Môn Phái Ngẫu Nhiên Lv28	9	Tuyệt Thế Trấn Phái Cái Bang Tầng 28				1	15	1337	7	4		1		1330			1		1	1
