key	value
L_NPC_31	Bị [%s] đánh chết tổn thất %d kinh nghiệm
L_NPC_32	Bị [%s] đánh chết tổn thất %d bạc
L_NPCATTRIBM_0	[Trị số]%s băng công tăng (%d)
L_NPCATTRIBM_1	[Trị số]%s hỏa công tăng (%d)
L_NPCATTRIBM_2	[Trị số]%s lôi công tăng (%d)
L_NPCATTRIBM_3	[Trị số]%s tất cả tấn công vật lý tăng %d phần trăm
L_NPCATTRIBM_4	[Trị số]%s tấn công vật lý tầm xa tăng %d phần trăm
L_NPCATTRIBM_5	[Trị số]%s tấn công vật lý tay không, tăng %d phần trăm
L_NPCATTRIBM_6	[Trị số]%s tấn công vật lý tầm gần tăng %d phần trăm
L_NPCATTRIBM_7	[Trị số]%s vũ khí tầm gần %d tấn công vật lý tăng %d phần trăm
L_NPCATTRIBM_8	[Trị số]%s trạng thái độc biến thành: Mỗi %d khung hình phát 1 lần %d sát thương, duy trì %d khung
L_NPCATTRIBM_9	[Trị số]%s sát thương vật lý tăng (%d)
L_NPCATTRIBM_10	[Trị số]%s ngũ kháng tăng %d
L_NPCATTRIBM_11	[Trị số]%s tất cả kỹ năng tăng %d cấp, chưa hoàn thành
L_NPCATTRIBM_12	[Trị số]%s tỷ lệ chính xác tăng %d phần trăm (%d điểm)
L_NPCATTRIBM_13	[Trị số]%s tốc độ đánh tăng %d
L_NPCATTRIBM_14	[Trị số]%s tốc độ thi pháp tăng %d
L_NPCATTRIBM_15	[Trị số]%s phe hiện tại biến thành %d
L_NPCATTRIBM_16	[Trị số]%s kháng băng tăng %d điểm
L_NPCATTRIBM_17	[Trị số]%s phần trăm chí mạng tăng %d
L_NPCATTRIBM_18	[Trị số]%s thân pháp hiện tại tăng %d điểm
L_NPCATTRIBM_19	[Trị số]%s kỹ năng hệ thổ tăng %d cấp
L_NPCATTRIBM_20	[Trị số]%s nội công hiện tại tăng %d điểm
L_NPCATTRIBM_21	[Trị số]%s hồi phục chính xác nhanh tăng %d
L_NPCATTRIBM_22	[Trị số]%s tốc độ di chuyển tăng %d
L_NPCATTRIBM_23	[Trị số]%s kỹ năng hệ hỏa tăng %d cấp
L_NPCATTRIBM_24	[Trị số]%s thời gian đóng băng giảm %d phần trăm
L_NPCATTRIBM_25	[Trị số]%s phần trăm đẩy lùi tăng %d
L_NPCATTRIBM_26	[Trị số]%s sinh lực tối đa tăng %d phần trăm (%d điểm)
L_NPCATTRIBM_27	[Trị số]%s sinh lực tối đa tăng %d điểm
L_NPCATTRIBM_28	[Trị số]%s tốc độ hồi phục sinh lực tăng %d điểm
L_NPCATTRIBM_29	[Trị số]%s sinh lực tăng %d điểm
L_NPCATTRIBM_30	[Trị số]%s kháng lôi tăng %d điểm
L_NPCATTRIBM_31	[Trị số]%s trị MF tăng %d, chưa hoàn thành
L_NPCATTRIBM_32	[Trị số]%s nội lực tối đa tăng %d phần trăm (%d điểm)
L_NPCATTRIBM_33	[Trị số]%s nội lực tối đa tăng %d điểm
L_NPCATTRIBM_34	[Trị số]%s tốc độ hồi phục nội lực tăng %d điểm
L_NPCATTRIBM_35	[Trị số]%s nội lực tăng %d điểm
L_NPCATTRIBM_36	[Trị số]%s phần trăm hấp thu sát thương là %d, duy trì %d khung
L_NPCATTRIBM_37	[Trị số]%s phần trăm phản đòn vật lý cận chiến tăng %d
L_NPCATTRIBM_38	[Trị số]%s phàn đòn vật lý cận chiến tăng %d
L_NPCATTRIBM_39	[Trị số]%s kỹ năng hệ kim tăng %d cấp, chưa hoàn thành
L_NPCATTRIBM_40	[Trị số]%s kháng vật lý tăng %d điểm
L_NPCATTRIBM_41	[Trị số]%s phần trăm sát thương chuyển nội lực tăng %d
L_NPCATTRIBM_42	[Trị số]%s trúng độc sát thương giảm %d
L_NPCATTRIBM_43	[Trị số]%s kháng độc tăng %d điểm
L_NPCATTRIBM_44	[Trị số]%s thời gian trúng độc giảm %d phần trăm
L_NPCATTRIBM_45	[Trị số]%s phản đòn tầm xa tăng %d
L_NPCATTRIBM_46	[Trị số]%s phần trăm phản đòn tầm xa tăng %d
L_NPCATTRIBM_47	[Trị số]%s trạng thái giảm tốc đạn là %d
L_NPCATTRIBM_48	[Trị số]%s thể lực tối đa tăng %d phần trăm (%d điểm)
L_NPCATTRIBM_49	[Trị số]%s thể lực tối đa tăng %d điểm
L_NPCATTRIBM_50	[Trị số]%s tốc độ hồi phục thể lực tăng %d điểm
L_NPCATTRIBM_51	[Trị số]%s thể lực tăng %d điểm
L_NPCATTRIBM_52	[Trị số]%s phần trăm hút sinh lực là %d (tăng %d điểm so với ban đầu)
L_NPCATTRIBM_53	[Trị số]%s phần trăm hút nội lực là %d (tăng %d điểm so với ban đầu)
L_NPCATTRIBM_54	[Trị số]%s phần trăm hút thể lực là %d (tăng %d điểm so với ban đầu)
L_NPCATTRIBM_55	[Trị số]%s sức mạnh hiện tại tăng %d điểm
L_NPCATTRIBM_56	[Trị số]%s thời gian choáng giảm %d
L_NPCATTRIBM_57	[Trị số]%s phạm vi tăng %d
L_NPCATTRIBM_58	[Trị số]%s ngoại công hiện tại tăng %d điểm
L_NPCATTRIBM_59	[Trị số]%s kỹ năng hệ thủy tăng %d cấp, chưa hoàn thành
L_NPCATTRIBM_60	[Trị số]%s kỹ năng hệ mộc tăng %d cấp, chưa hoàn thành
L_NPCATTRIBM_61	[Trị số]%s kháng hỏa tăng %d điểm
L_NPCATTRIBM_62	[Trị số]%s né tránh tăng %d điểm
L_NPCATTRIBM_63	[Trị số]%s cường băng tăng %d điểm
L_NPCATTRIBM_64	[Trị số]%s cường hỏa tăng %d điểm
L_NPCATTRIBM_65	[Trị số]%s cường lôi tăng %d điểm
L_NPCATTRIBM_66	[Trị số]%s cường độc tăng %d điểm
L_NPCATTRIBM_67	[Trị số]%s uống thuốc tăng sinh lực, nhận hiệu quả trong %d khung mỗi 10 khung hồi phục %d điểm sinh lực
L_NPCATTRIBM_68	[Trị số]%s uống thuốc tăng nội lực, nhận hiệu quả trong %d khung mỗi 10 khung hồi phục %d điểm nội lực
L_NPCATTRIBM_69	[Trị số]%s kháng vật lý tối đa tăng %d điểm
L_NPCATTRIBM_70	[Trị số]%s kháng băng tối đa tăng %d điểm
L_NPCATTRIBM_71	[Trị số]%s kháng hỏa tối đa tăng %d điểm
L_NPCATTRIBM_72	[Trị số]%s kháng lôi tối đa tăng %d điểm
L_NPCATTRIBM_73	[Trị số]%s kháng độc tối đa tăng %d điểm
L_NPCATTRIBM_74	[Trị số]%s ngũ kháng tối đa tăng %d
L_NPCATTRIBM_75	[Trị số]%s phần trăm choáng tăng %d
L_NPCATTRIBM_76	[Trị số]%s kháng chí mạng tăng %d
L_NPCATTRIBM_77	[Trị số]%s sát thương vật lý tăng (%d)
L_NPCATTRIBM_78	[Trị số]%s miễn dịch trạng thái là %d
L_NPCSET_0	Tải tập tin thất bại: %s, hãy báo cho nhân viên phát triển xử lý!
L_NPCSET_1	Tải tập tin thất bại: %s
L_NPCSET_3	[Script]Npc %s,%d
L_NPCSET_4	[Request]Remove %d from %d on %d timeout
L_NPCSET_5	[Request]Insert %d at %d on %d
L_NPCSET_6	[Request]Remove %d from %d on %d
L_NPCSET_7	                 %d:AddNpc:%d\n
L_NPCSET_8	                 %d:RemoveNpc:%d %s\n
L_NPCSET_9	Error!!!NpcCount is Full!!Can Not Add Any More!\n
L_NPCTEMPLATE_0	Không thể tìm %s\n
L_NPCTEMPLATE_1	[%s] dùng hàm GetNpcLevelData truyền tham số [%s] bị lỗi, xin kiểm tra\n
L_NPCTEMPLATE_2	Dùng hàm GetNpcLevelData truyền tham số [%s] bị lỗi, xin kiểm tra\n
L_NPCTEMPLATE_3	Không tìm được id ma pháp [%s], xin kiểm tra!
L_PLAYER_1	[skill]right
L_PLAYER_2	[skill]left
L_PLAYER_3	[skill]return
L_PLAYER_4	SubWorld Fail.\n
L_PLAYER_5	NPC Fail.\n
L_PLAYER_6	player Packing sync data failed...\n
L_PLAYER_7	Load PlayerInfo Step %d Failed...\n
L_PLAYER_8	player Packing skill sync data failed...\n
L_PLAYER_9	[Trị số]%s thực tế tăng kinh nghiệm %d điểm
L_PLAYER_10	%s(%s) tại %d lần lượt nhặt %d lượng bạc\n
L_PLAYER_11	%s\nSubWorld:%d\nReviveID:%d\nMpsX:%d\nMpsY:%d\n
L_PLAYER_12	[%s][%s] bán %s cho [%s][%s], thời gian tạo vật phẩm: %u\r\n
L_PLAYER_13	Thời gian giao dịch: %d-%d %d giờ %d phút %d giây!\r\n\r\n
L_PLAYER_14	%d/%d/%d %d:%d:%d
L_PLAYER_15	%s\t%s\t%d\t%s\t%d\t%d\r\n
L_PLAYER_16	Account %s, Player %s UseSilver Type = %d, UseType = %d, Count = %d\n
L_PLAYER_17	Exception Have Caught When Execute Script[%d]!!!!!
L_PLAYER_18	[trade]trade bắt đầu giao dịch với %s!
L_PLAYER_19	[trade]trade nhận thông tin tiền giao dịch đối phương: %d
L_PLAYER_20	[trade]trade giao dịch hoàng thành!
L_PLAYER_21	[trade]trade hủy giao dịch!
L_PLAYER_22	Nhặt vật phẩm
L_PLAYER_23	Nhặt bạc\t%d
L_PLAYER_24	Vứt vật phẩm
L_PLAYER_25	Người chơi giao dịch bán vật phẩm cho [%s][%s]
L_PLAYER_26	Người chơi giao dịch tài khoản đối phương [%s] tên nhân vật [%s] thu: %d chi: %d
L_PLAYER_27	Người chơi giao dịch từ [%s][%s] mua vật phẩm
L_PLAYERCHAT_0	[chat]gói dữ liệu tán gẫu bị lỗi!
L_PLAYERCHAT_1	player Packing friend sync data failed...\n
L_PLAYERCHAT_2	player Packing friend 2 sync data failed...\n
L_PLAYERSET_0	SERVER:Player[%s] has been removed!
L_PLAYERSET_2	[error]Attach to a connected player named %s
L_PLAYERSET_3	[error]Find Guid to a disconnect player
L_PLAYERSET_4	Không thể tải script %s, có thể tập tin không tồn tại hoặc ngữ pháp bị lỗi
L_PlayerSet_AutohangItem	%s nhận được %s
L_PLAYERSTALL_0	Recv  c2s_stallmarkprice request
L_PLAYERSTALL_1	Recv  c2s_stallmakeadv request
L_PLAYERSTALL_2	Recv  c2s_stallstallbuyitem request
L_PLAYERSTALL_3	Recv  c2s_stallexit request
L_PLAYERSTALL_4	Recv  c2s_stallrequestadv request
L_PLAYERSTALL_5	Recv  c2s_stallrequestiteminfo request
L_PLAYERSTALL_6	In KPlayerStall::ProcessStallProtocol recv unknown protocol
L_PLAYERSTALL_7	In KPlayerStall construcotr
L_PLAYERSTALL_8	KPlayerStall::CheckItemPriceRange : some item price is not correctly\n
L_PLAYERSTALL_9	KPlayerStall::GetItemPrice : the item  %d don't exist\n
L_PLAYERSTALL_10	KPlayerStall::SetItemPrice : the item  %d don't exist\n
L_PLAYERSTALL_11	KPlayerStall::CheckMakeStallCondition : you are in fight area\n
L_PLAYERSTALL_12	KPlayerStall::CheckMakeStallCondition : No item in equitment room\n
L_PLAYERSTALL_13	KPlayerStall::CheckMakeStallCondition : Player is on horse\n
L_PLAYERSTALL_14	KPlayerStall::HasEnoughSpace : no enough space for Width = %d , Height = %d \n
L_PLAYERSTALL_15	KPlayerStall::HasEnoughMoney : no enough Money  %d  \n
L_PLAYERSTALL_16	KPlayerStall::HasThisItem : item haven't  existed , Itemidx = %d, nX = %d , nY = %d ,Price = %d  nIdx = %d\n
L_PLAYERSTALL_17	KPlayerStall::HasThisItem : item couldn't be sell\n
L_PLAYERSTALL_18	KPlayerStall::HasThisItem : price rise,now price is %d, your pay is %d  \n
L_PLAYERSTALL_19	KPlayerStall::HasThisItem : price down,now price is %d, your pay is %d  \n
L_PLAYERSTALL_20	KPlayerStall::c2sstallmarkprice : the item be priced number is error
L_PLAYERSTALL_21	Recv markprice item list:
L_PLAYERSTALL_22	Recv markprice protocol, but cann't fit the condition
L_PLAYERSTALL_23	Recv markprice protocol, but some item has a error price
L_PLAYERSTALL_24	KPlayerStall::c2sstallmarkprice : SellerID is 
L_PLAYERSTALL_25	KPlayerStall::c2sstallmarkprice : SellerID is error
L_PLAYERSTALL_26	Some marked item don't exist, something wrong??
L_PLAYERSTALL_27	Set seller %d to Stall_Sell_State\n, m_nPlayerIndex);
L_PLAYERSTALL_28	Recv  buy item info:
L_PLAYERSTALL_29	SellID = %d, ItemID= %d \n
L_PLAYERSTALL_30	%s<%s> từ %s<%s> theo giá %d đã mua [%s]
L_PLAYERSTALL_32	Thời gian tạo [%s] là (%u)
L_PLAYERSTALL_33	Từ quầy hàng [Account:%s][Name:%s] mua vật phẩm chi: %d [%s] thu: %d thuế: %d
L_PlayerTrade_0	[trade]trade nhận thông tin trạng thái giao dịch: mình khóa %d , đối phương khóa %d, mình xác nhận %d, đối phương xác nhận %d
L_BuySell_0	g_cBuySellMgr: %s buy idx error!
L_BuySell_1	%s(%s) tại %d lần lượt bán %s nhận được %d lượng bạc
L_BuySell_2	Từ npc mua vật phẩm chi bạc: %d
L_BuySell_3	Từ npc bán vật phẩm thu bạc: %d
L_ITEM_0	[ITEM]\t%s(%s) có trang bị <%s(%d,%d,%d,%d,%d)> bị xóa bất thường
L_ItemList_0	[ITEM]\t%s(%s) từ %s(%s) nhận <%s(%d,%d,%d,%d,%d)>
L_ItemList_1	[ITEM] ItemListIdx:%d, Item:%d, ItemId:%d
L_ItemList_2	[ITEM]\t%s(%s) có <%s(%d,%d,%d,%d,%d)> khi xóa đã là trang bị của %s(%s)
L_ItemList_3	[trade]trade đối phương giảm vật phẩm id:%d  PosX:%d  PosY:%d  Width:%d  Height:%d
L_ItemList_4	[trade]trade vật phẩm này thuộc tính 1 Genre:%d  Detail:%d  Particur:%d  Series:%d
L_ItemList_5	[trade]trade vật phẩm này thuộc tính 2 Level:%d  Luck:%d  RandomSeed:%d  Version:%d  Durability:%d
L_ItemList_6	[trade]trade vật phẩm này thuộc tính 3 GenInfo: %d %d %d %d %d %d %d %d %d %d %d %d
L_ItemList_7	[%s] lập mã rương!
L_ItemList_8	GM lập mã rương của [%s]!
L_ItemList_9	[%s] hủy mã rương!
L_ItemList_10	GM hủy mã rương của [%s]!
L_ItemList_11	[%s] đổi mã rương!
L_ItemList_12	GM khóa rương của [%s]!
L_ItemList_13	GM mở khóa rương của [%s]!
L_ItemList_14	Trọng thương rơi vật phẩm
L_ItemList_15	Trọng thương rơi trang bị trên người
L_ItemList_16	Vứt tất cả thuốc
L_ItemList_17	Vứt tất cả thuốc đỏ
L_ItemList_18	Vứt tất cả thuốc lam
L_ItemList_19	Vứt tất cả thuốc đỏ lam
L_ItemList_20	Vứt tất cả thuốc trắng
L_ItemList_21	Vứt tất cả thuốc lục
L_ItemList_22	Thanh phím tắt của %s(%s) có %s(%d,%d,%d,%d,%d) tải bị lỗi, bị xóa
L_ItemSet_0	%s tải thất bại, xin kiểm tra tập tin và báo nhân viên phát triển!
L_KLibOfBPT_0	[Thuộc tính ma pháp]%s ngũ kháng tối đa tăng %d
L_KLibOfBPT_1	[Thuộc tính ma pháp]m_CMAIT[tiền tố hậu tố][Loại][Ngũ hành][Cấp]\n
L_KLibOfBPT_2	[Thuộc tính ma pháp]m_CMAIT[%d][%d][%d][%d]: Count = %3d, %s  \n
L_Core_0	Không thể mở tập tin \\settings\\gamesetting.ini, xin kiểm tra!\n
L_Core_2	[Script]Script chiếm không gian là %d
L_Core_3	Không thể mở tập tin %s!\n
L_Core_4	Số mẫu nhân vật %d
L_Core_7	Không thể tải script thiết lập cấp %sNpc, tập tin không tồn tại hoặc ngữ pháp bị lỗi
L_ProtocolProcess_0	[trade]trade đối phương tăng vật phẩm thêm vào client thất bại!
L_ProtocolProcess_1	[trade]trade đối phương tăng vật phẩm id:%d  PosX:%d  PosY:%d
L_ProtocolProcess_2	[trade]trade vật phẩm này thuộc tính 1 Genre:%d  Detail:%d  Particur:%d  Series:%d
L_ProtocolProcess_3	[trade]trade vật phẩm này thuộc tính 2 Level:%d  Luck:%d  RandomSeed:%d  Version:%d  Durability:%d
L_PLAYERDBFUN_0	[Error!]AddNpc Error DBFuns.cpp
L_PLAYERDBFUN_1	g_cItemMgr:%d, Load item failed!\n
L_PLAYERDBFUN_2	[%s]\nPlayerName:(%s:%s)\tNpcName:(%s)\nMoney:(%d:%d)\nPos:(%d,%d,%d)\n
L_PLAYERDBFUN_3	ItemName:%s, Ver:%d, Rand:%d, ID:%d, Param:(%d,%d,%d), GenTime:%d, Lvl:%d, Series:%d, Local(%d:%d:%d), GenInfo(%d,%d,%d,%d,%d,%d,%d,%d,%d,%d,%d,%d), Luck:%d, Dur:%d, MaxDur:%d\n
L_PLAYERDBFUN_4	----\n%s\nItemList Index:%d\nItem Index:%d\nItem ID:%d\nItem Place:%d
L_PLAYERDBFUN_5	----\n MenuState: %d TradeState: %d
L_SkillList_0	Kỹ năng Npc số lượng vượt quá 50! Xin kiểm tra!
L_SkillList_1	Hàm Param2PCoordinate nhận tham số trái phép! nParam1 ,nParam2 [%d,%d], nPX,nPY
L_SkillList_2	Skill::Cast(), nLauncher < 0 , Return False;
L_SkillList_3	Call Skill::Cast(), nWaitTime < 0 
L_SkillList_4	Tạo ảnh màn đạn thất bại! %s
L_ScriptFuns_0	Error!Say script đối thoại quá dài, xin chỉnh lại. %s
L_LuaFuns_0	Không thể tìm được đối tượng script chỉ định
L_SortScript_0	[Script] tải Script %s, bị lỗi, Script không thể tải! Xin kiểm tra!
L_SortScript_1	[Script] lỗi nghiêm trọng! Số Script vượt giới hạn %d! Xin giải quyết ngay!
L_SortScript_2	[Script] Tổng dung lượng script vượt quá %d, lỗi nghiêm trọng xin kiểm tra!
L_SortScript_3	Tải tập tin %s bị lỗi
L_CoreServerShell_0	[error]mạng tiếp nhận dung lượng thỏa thuận không phù hợp
L_CoreServerShell_1	[error]mạng tiếp nhận dung lượng thỏa thuận không phù hợp <%d>, should %d, but %d\n
L_GMCOMMAND_0	Thực hiện chỉ lệnh GM, phát sinh lỗi!\n
MSG_IBSHOP_TOOMUCH_ORDER	Xin đừng đặt hàng dồn dập như vậy!
MSG_IBSHOP_NOROOM	Túi không đủ chỗ, không thể gửi hàng!
MSG_IBSHOP_SEND_ITEM_ERROR	Gửi hàng thất bại!
MSG_IBSHOP_PAY_ERROR	Trả tiền thất bại!
MSG_ITEM_GM_MAIL_TITLE	Vật phẩm tặng
MSG_ITEM_GM_MAIL_CONTEXT	
MSG_GET_EXP	Nhận được %d điểm kinh nghiệm.
MSG_DEC_EXP	Tổn thất %d điểm kinh nghiệm.
MSG_LEVEL_UP	Bạn tăng đến cấp %d.
MSG_LEADER_LEVEL_UP	Thống soái của bạn tăng đến cấp %d!
MSG_GET_ATTRIBUTE_POINT	Bạn nhận được %d điểm tiềm năng!
MSG_GET_SKILL_POINT	Bạn nhận được %d điểm kỹ năng!
MSG_GET_ATTRIBUTE_SKILL_POINT	Bạn nhận được %d điểm tiềm năng và %d điểm kỹ năng!
MSG_SKILL_BEYOND_ATTACKRADIUS	Cách mục tiêu quá xa, cự ly sử dụng võ công không đủ.
MSG_GET_HALF_EXP	Bạn đã mệt mỏi, chỉ nhận được %d điểm kinh nghiệm
MSG_TEAM_AUTO_REFUSE_INVITE	Tự từ chối lời mời tổ đội của người khác.
MSG_TEAM_NOT_AUTO_REFUSE_INVITE	Hiển thị lời mời tổ đội của người khác.
MSG_TEAM_SEND_INVITE	Gửi lời mời tổ đội đến %s!
MSG_TEAM_FULL	Nhóm đã đầy!
MSG_TEAM_REFUSE_INVITE_SELF	Bạn từ chối lời mời tổ đội của %s!
MSG_TEAM_REFUSE_APPLYJOIIN	Bạn từ chối xin nhập đội của %s!
MSG_TEAM_CAMP_BEGIN_INVITE	Người chơi không môn phái không thể làm đội trưởng mời tổ đội người chơi có môn phái.
MSG_TEAM_CAMP_BEGIN_JOIN	Đệ tử môn phái không thể vào đội ngũ do người chơi không môn phái lập.
MSG_TEAM_REFUSE_INVITE	%s từ chối lời mời tổ đội của bạn!
MSG_TEAM_REFUSE_APPLYJOIN	%s từ chối xin nhập đội của bạn!
MSG_TEAM_TARGET_DISABLETEM	Đối phương hiện không thể tổ đội hoặc tiếp nhận thành viên!
MSG_TEAM_CANNOT_ADD_HIM	Bạn không thể tổ đội hoặc vào tổ đội đối phương!
MSG_TEAM_CREATE	Bạn đã tạo nhóm.
MSG_TEAM_CREATE_FAIL	Lập nhóm thất bại.
MSG_TEAM_DISABLE	Bạn hiện không thể tổ đội hoặc vào nhóm!
MSG_TEAM_LOCK	Bạn hiện không thể tổ đội!
MSG_TEAM_TARGET_CANNOT_ADD_TEAM	Bạn không thể vào nhóm đối phương!
MSG_TEAM_TARGET_TEAM_CLOSE	Nhóm đối phương từ chối tiếp nạp thành viên!
MSG_TEAM_TARGET_TEAM_FULL	Nhóm đối phương đã đầy!
MSG_TEAM_TARGET_IN_TEAM	Đối phương đã trong nhóm!
MSG_TEAM_TARGET_NOT_ONLINE	Đối phương không trên mạng!
MSG_TEAM_SEARCHINFO_1	Bạn đã trong nhóm, không thể phát tin tìm nhóm!
MSG_TEAM_SEARCHINFO_2	Không phải đội trưởng, không thể phát tin tìm nhóm!
MSG_TEAM_SEARCHINFO_3	Nhóm đã đầy, không thể phát tin tìm nhóm!
MSG_TEAM_SEARCHINFO_4	Tin tìm nhóm đã phát thành công!
MSG_TEAM_SEARCHINFO_5	Tin chiêu mộ đồng đội phát thành công!
MSG_TEAM_SEARCHINFO_6	Bạn hủy tin tìm nhóm đã phát!
MSG_TEAM_SEARCHINFO_7	Bạn hủy tin chiêu mộ đồng đội đã phát!
MSG_TEAM_OPEN	Nhóm hiện được phép tiếp nhận thành viên mới.
MSG_TEAM_CLOSE	Nhóm hiện không được tiếp nhận thành viên mới.
MSG_TEAM_ADD_MEMBER	%s thành đồng đội của bạn.
MSG_TEAM_SELF_ADD	Bạn gia nhập nhóm %s.
MSG_TEAM_DISMISS_CAPTAIN	Bạn đã giải tán nhóm!
MSG_TEAM_DISMISS_MEMBER	%s giản tán nhóm!
MSG_TEAM_KICK_ONE	%s bị trục xuất khỏi nhóm!
MSG_TEAM_BE_KICKEN	Bạn bị trục xuất khỏi nhóm!
MSG_TEAM_APPLY_ADD_SELF_MSG	Bạn xin gia nhập nhóm của %s!
MSG_TEAM_LEAVE	%s rời nhóm.
MSG_TEAM_LEAVE_SELF_MSG	Bạn rời nhóm của %s.
MSG_TEAM_LEAVE_SELF_MSG_2	Bạn rời nhóm của mình.
MSG_TEAM_CHANGE_CAPTAIN_FAIL1	Chuyển đội trưởng thất bại!
MSG_TEAM_CHANGE_CAPTAIN_FAIL2	Đối phương không trên mạng, không thể chuyển!
MSG_TEAM_CHANGE_CAPTAIN_FAIL3	Nhóm của bạn không thể chuyển cho tân thủ!
MSG_TEAM_CHANGE_CAPTAIN	%s được chuyển làm đội trưởng!
MSG_TEAM_CHANGE_CAPTAIN_SELF	Bạn được %s chuyển làm đội trưởng!
MSG_TEAM_AUTO_CAPTAIN_SELF	Bạn được hệ thống chỉ định làm đội trưởng!
MSG_TEAM_AUTO_CAPTAIN	%s được hệ thống chỉ định làm đội trưởng!
MSG_TEAM_ITEM_MODE	Phân phối vật phẩm hiện được thiết lập: %s
MSG_TEAM_ITEM_MODE_0	Chia sẻ
MSG_TEAM_ITEM_MODE_1	Cá nhân
MSG_TEAM_ERROR01	Đội trưởng do hệ thống chỉ định, không thể tăng thành viên nhóm!
MSG_TEAM_ERROR02	Đội trưởng do hệ thống chỉ định, không thể trục xuất nhóm!
MSG_TEAM_ERROR03	Đội trưởng do hệ thống chỉ định, không thể chuyển đội trưởng mới!
MSG_TEAM_ERROR04	Đội trưởng do hệ thống chỉ định, không thể mời thành viên mới!
MSG_TEAM_ERROR05	Đội trưởng do hệ thống chỉ định, không thể mở nhóm!
MSG_TEAM_ZHEN1	Đội trưởng hiện trang bị trận pháp <%s>.
MSG_TEAM_ZHEN2	Đội trưởng hiện không trang bị trận pháp.
MSG_RELATION_ADD_FRIEND	Thêm %s làm hảo hữu.
MSG_RELATION_DEL_FRIEND	Xóa hảo hữu %s.
MSG_RELATION_ADDED_FRIEND	%s thêm bạn làm hảo hữu.
MSG_RELATION_DEL_PLAYER	%s bị xóa.
MSG_CHAT_APPLY_ADD_FRIEND	Bạn mời %s làm hảo hữu.
MSG_CHAT_FRIEND_HAD_IN	%s trở thành hảo hữu.
MSG_CHAT_GET_FRIEND_APPLY	%s mời hảo hữu!
MSG_CHAT_REFUSE_FRIEND	%s từ chối hảo hữu!
MSG_CHAT_ADD_FRIEND_FAIL	Thêm %s làm hảo hữu thất bại!
MSG_CHAT_ADD_FRIEND_SUCCESS	Bạn với %s thành hảo hữu!
MSG_CHAT_CREATE_TEAM_FAIL1	Tạo nhóm hảo hữu thất bại!
MSG_CHAT_CREATE_TEAM_FAIL2	 đã có nhóm cùng tên!
MSG_CHAT_CREATE_TEAM_FAIL3	 đã đạt phân nhóm tối đa!
MSG_CHAT_RENAME_TEAM_FAIL	Đổi tên nhóm thất bại!
MSG_CHAT_DELETE_TEAM_FAIL1	Xóa nhóm thất bại!
MSG_CHAT_DELETE_TEAM_FAIL2	Nhóm này không được xóa!
MSG_CHAT_FRIEND_ONLINE	%s lên mạng!
MSG_CHAT_FRIEND_OFFLINE	%s rời mạng!
MSG_CHAT_FRIEND_DELETE	%s bị xóa rồi!
MSG_CHAT_DELETE_FRIEND	Bạn hủy hảo hữu với %s!
MSG_CHAT_DISMISS_FRIEND	%s hủy hảo hữu với bạn!
MSG_CHAT_DISMISS_BROTHER	%s hủy thân nhân với bạn!
MSG_CHAT_DISMISS_MATE	%s hủy phu thê với bạn!
MSG_CHAT_DISMISS_RELATION	%s đã hủy quan hệ với bạn!
MSG_CHAT_MSG_FROM_FRIEND	%s gửi tin!
MSG_CHAT_FRIEND_NOT_NEAR	%s không ở gần!
MSG_CHAT_FRIEND_NOT_ONLINE	%s không trên mạng!
MSG_CHAT_TAR_REFUSE_SINGLE_TALK	%s không đặt kênh mật!
MSG_CHAT_GMBOARD_ROLEANDACCOUNT	[Thông tin nhân vật: Server: %s Tài khoản: %s Nhân vật: %s]
MSG_CHAT_GMBOARD_ONLYZONE	[Server: %s]
MSG_CHAT_GMBOARD_MSGTYPE	[Loại hình: %s %s]
MSG_CHAT_GMBOARD_REPORTTYPE	Báo cáo
MSG_CHAT_NO_SENDMAIL	Không thể gửi bưu kiện bang hội.
MSG_SHOP_NO_ROOM	Túi đầy!
MSG_SHOP_NO_MONEY	Không đủ bạc!
MSG_SHOP_NO_BINDMONEY	Bạc khóa không đủ!
MSG_SHOP_NO_MACHINECOIN	Độ bền cơ quan không đủ!
MSG_SHOP_NO_FUYUAN	Phúc duyên không đủ!
MSG_SHOP_NO_COIN	Hồn Thạch không đủ!
MSG_SHOP_NO_SCORE	Điểm tích lũy không đủ!
MSG_SHOP_NO_CONTRIBUTION	Độ cống hiến không đủ!
MSG_SHOP_NO_JUNXUDIAN	Điểm quân nhu!
MSG_SHOP_NO_TONG_FUND	Quỹ xây bang hội không đủ!
MSG_NPC_NO_MANA	Nội lực không đủ!
MSG_NPC_NO_STAMINA	Thể lực không đủ!
MSG_NPC_NO_LIFE	Sinh lực không đủ!
MSG_NPC_DEATH	%s tử vong!
MSG_OBJ_CANNOT_PICKUP	Không thể nhặt vật phẩm của người khác!
MSG_MONEY_CANNOT_PICKUP	Không thể nhặt tiền của người khác!
MSG_OBJ_TOO_FAR	Vật phẩm quá xa!
MSG_DEC_MONEY	Bạn tổn thất %d lượng bạc!
MSG_EARN_MONEY	Bạn nhận được %d lượng bạc!
MSG_DEATH_LOSE_ITEM	Bạn rơi mất %s!
MSG_ADD_ITEM	Bạn nhận được %d %s!
MSG_COSUME_BINDITEMONLY	Bạn tốn %d %s khóa!
